City,Borough,Year,Month,RentPrice
Central Queens,Queens,2019,1-Apr,2190
Central Queens,Queens,2019,1-May,2195
Central Queens,Queens,2019,1-Jun,2249
Central Queens,Queens,2019,1-Jul,2275
Central Queens,Queens,2019,1-Aug,2250
Central Queens,Queens,2019,1-Sep,2200
Central Queens,Queens,2019,1-Oct,2100
Central Queens,Queens,2019,1-Nov,2150
Central Queens,Queens,2019,1-Dec,2148
Central Queens,Queens,2020,1-Jan,2150
Central Queens,Queens,2020,1-Feb,2199
Central Queens,Queens,2020,1-Mar,2200
Central Queens,Queens,2020,1-Apr,2200
Central Queens,Queens,2020,1-May,2200
Central Queens,Queens,2020,1-Jun,2200
Central Queens,Queens,2020,1-Jul,2200
Central Queens,Queens,2020,1-Aug,2155
Central Queens,Queens,2020,1-Sep,2100
Central Queens,Queens,2020,1-Oct,2050
Central Queens,Queens,2020,1-Nov,2025
Central Queens,Queens,2020,1-Dec,2000
Central Queens,Queens,2021,1-Jan,2000
Central Queens,Queens,2021,1-Feb,2000
Central Queens,Queens,2021,1-Mar,2000
Central Queens,Queens,2021,1-Apr,2000
Central Queens,Queens,2021,1-May,2100
Central Queens,Queens,2021,1-Jun,2100
Central Queens,Queens,2021,1-Jul,2130
Central Queens,Queens,2021,1-Aug,2100
Central Queens,Queens,2021,1-Sep,2150
Central Queens,Queens,2021,1-Oct,2150
Central Queens,Queens,2021,1-Nov,2200
Central Queens,Queens,2021,1-Dec,2227
Central Queens,Queens,2022,1-Jan,2200
Central Queens,Queens,2022,1-Feb,2200
Central Queens,Queens,2022,1-Mar,2200
Central Queens,Queens,2022,1-Apr,2300
Central Queens,Queens,2022,1-May,2350
Central Queens,Queens,2022,1-Jun,2450
Central Queens,Queens,2022,1-Jul,2500
Central Queens,Queens,2022,1-Aug,2500
Central Queens,Queens,2022,1-Sep,2500
Central Queens,Queens,2022,1-Oct,2500
Central Queens,Queens,2022,1-Nov,2497
Central Queens,Queens,2022,1-Dec,2428
Chelsea,Manhattan,2010,1-Jan,3200
Chelsea,Manhattan,2010,1-Feb,3400
Chelsea,Manhattan,2010,1-Mar,3245
Chelsea,Manhattan,2010,1-Apr,3200
Chelsea,Manhattan,2010,1-May,3200
Chelsea,Manhattan,2010,1-Jun,3395
Chelsea,Manhattan,2010,1-Jul,3400
Chelsea,Manhattan,2010,1-Aug,3450
Chelsea,Manhattan,2010,1-Sep,3625
Chelsea,Manhattan,2010,1-Oct,3600
Chelsea,Manhattan,2010,1-Nov,3500
Chelsea,Manhattan,2010,1-Dec,3320
Chelsea,Manhattan,2011,1-Jan,3295
Chelsea,Manhattan,2011,1-Feb,3295
Chelsea,Manhattan,2011,1-Mar,3400
Chelsea,Manhattan,2011,1-Apr,3450
Chelsea,Manhattan,2011,1-May,3450
Chelsea,Manhattan,2011,1-Jun,3480
Chelsea,Manhattan,2011,1-Jul,3500
Chelsea,Manhattan,2011,1-Aug,3473
Chelsea,Manhattan,2011,1-Sep,3600
Chelsea,Manhattan,2011,1-Oct,3800
Chelsea,Manhattan,2011,1-Nov,3650
Chelsea,Manhattan,2011,1-Dec,3500
Chelsea,Manhattan,2012,1-Jan,3400
Chelsea,Manhattan,2012,1-Feb,3500
Chelsea,Manhattan,2012,1-Mar,3600
Chelsea,Manhattan,2012,1-Apr,3600
Chelsea,Manhattan,2012,1-May,3795
Chelsea,Manhattan,2012,1-Jun,3800
Chelsea,Manhattan,2012,1-Jul,3600
Chelsea,Manhattan,2012,1-Aug,3600
Chelsea,Manhattan,2012,1-Sep,3700
Chelsea,Manhattan,2012,1-Oct,3500
Chelsea,Manhattan,2012,1-Nov,3695
Chelsea,Manhattan,2012,1-Dec,3715
Chelsea,Manhattan,2013,1-Jan,3650
Chelsea,Manhattan,2013,1-Feb,3700
Chelsea,Manhattan,2013,1-Mar,3600
Chelsea,Manhattan,2013,1-Apr,3730
Chelsea,Manhattan,2013,1-May,3743
Chelsea,Manhattan,2013,1-Jun,3695
Chelsea,Manhattan,2013,1-Jul,3695
Chelsea,Manhattan,2013,1-Aug,3750
Chelsea,Manhattan,2013,1-Sep,3892
Chelsea,Manhattan,2013,1-Oct,3876
Chelsea,Manhattan,2013,1-Nov,3650
Chelsea,Manhattan,2013,1-Dec,3795
Chelsea,Manhattan,2014,1-Jan,3695
Chelsea,Manhattan,2014,1-Feb,3695
Chelsea,Manhattan,2014,1-Mar,3745
Chelsea,Manhattan,2014,1-Apr,3725
Chelsea,Manhattan,2014,1-May,3750
Chelsea,Manhattan,2014,1-Jun,3745
Chelsea,Manhattan,2014,1-Jul,3750
Chelsea,Manhattan,2014,1-Aug,3750
Chelsea,Manhattan,2014,1-Sep,3795
Chelsea,Manhattan,2014,1-Oct,3735
Chelsea,Manhattan,2014,1-Nov,3750
Chelsea,Manhattan,2014,1-Dec,3800
Chelsea,Manhattan,2015,1-Jan,3795
Chelsea,Manhattan,2015,1-Feb,3750
Chelsea,Manhattan,2015,1-Mar,3800
Chelsea,Manhattan,2015,1-Apr,3950
Chelsea,Manhattan,2015,1-May,3950
Chelsea,Manhattan,2015,1-Jun,3995
Chelsea,Manhattan,2015,1-Jul,4075
Chelsea,Manhattan,2015,1-Aug,4025
Chelsea,Manhattan,2015,1-Sep,4000
Chelsea,Manhattan,2015,1-Oct,4100
Chelsea,Manhattan,2015,1-Nov,3875
Chelsea,Manhattan,2015,1-Dec,3895
Chelsea,Manhattan,2016,1-Jan,3860
Chelsea,Manhattan,2016,1-Feb,3850
Chelsea,Manhattan,2016,1-Mar,3871
Chelsea,Manhattan,2016,1-Apr,3950
Chelsea,Manhattan,2016,1-May,4100
Chelsea,Manhattan,2016,1-Jun,4195
Chelsea,Manhattan,2016,1-Jul,4050
Chelsea,Manhattan,2016,1-Aug,3995
Chelsea,Manhattan,2016,1-Sep,3995
Chelsea,Manhattan,2016,1-Oct,4000
Chelsea,Manhattan,2016,1-Nov,3995
Chelsea,Manhattan,2016,1-Dec,3905
Chelsea,Manhattan,2017,1-Jan,3895
Chelsea,Manhattan,2017,1-Feb,3950
Chelsea,Manhattan,2017,1-Mar,3910
Chelsea,Manhattan,2017,1-Apr,3904
Chelsea,Manhattan,2017,1-May,3950
Chelsea,Manhattan,2017,1-Jun,3900
Chelsea,Manhattan,2017,1-Jul,3900
Chelsea,Manhattan,2017,1-Aug,3800
Chelsea,Manhattan,2017,1-Sep,3845
Chelsea,Manhattan,2017,1-Oct,3940
Chelsea,Manhattan,2017,1-Nov,3950
Chelsea,Manhattan,2017,1-Dec,3910
Chelsea,Manhattan,2018,1-Jan,3945
Chelsea,Manhattan,2018,1-Feb,4000
Chelsea,Manhattan,2018,1-Mar,4000
Chelsea,Manhattan,2018,1-Apr,3995
Chelsea,Manhattan,2018,1-May,3995
Chelsea,Manhattan,2018,1-Jun,4000
Chelsea,Manhattan,2018,1-Jul,3995
Chelsea,Manhattan,2018,1-Aug,4079
Chelsea,Manhattan,2018,1-Sep,4128
Chelsea,Manhattan,2018,1-Oct,4011
Chelsea,Manhattan,2018,1-Nov,4000
Chelsea,Manhattan,2018,1-Dec,4027
Chelsea,Manhattan,2019,1-Jan,4003
Chelsea,Manhattan,2019,1-Feb,4250
Chelsea,Manhattan,2019,1-Mar,4150
Chelsea,Manhattan,2019,1-Apr,4250
Chelsea,Manhattan,2019,1-May,4295
Chelsea,Manhattan,2019,1-Jun,4462
Chelsea,Manhattan,2019,1-Jul,4400
Chelsea,Manhattan,2019,1-Aug,4362
Chelsea,Manhattan,2019,1-Sep,4309
Chelsea,Manhattan,2019,1-Oct,4300
Chelsea,Manhattan,2019,1-Nov,4295
Chelsea,Manhattan,2019,1-Dec,4221
Chelsea,Manhattan,2020,1-Jan,4090
Chelsea,Manhattan,2020,1-Feb,4175
Chelsea,Manhattan,2020,1-Mar,4200
Chelsea,Manhattan,2020,1-Apr,3990
Chelsea,Manhattan,2020,1-May,3850
Chelsea,Manhattan,2020,1-Jun,3850
Chelsea,Manhattan,2020,1-Jul,3650
Chelsea,Manhattan,2020,1-Aug,3550
Chelsea,Manhattan,2020,1-Sep,3425
Chelsea,Manhattan,2020,1-Oct,3355
Chelsea,Manhattan,2020,1-Nov,3300
Chelsea,Manhattan,2020,1-Dec,3400
Chelsea,Manhattan,2021,1-Jan,3400
Chelsea,Manhattan,2021,1-Feb,3500
Chelsea,Manhattan,2021,1-Mar,3597
Chelsea,Manhattan,2021,1-Apr,3500
Chelsea,Manhattan,2021,1-May,3675
Chelsea,Manhattan,2021,1-Jun,3900
Chelsea,Manhattan,2021,1-Jul,4195
Chelsea,Manhattan,2021,1-Aug,4450
Chelsea,Manhattan,2021,1-Sep,4500
Chelsea,Manhattan,2021,1-Oct,4693
Chelsea,Manhattan,2021,1-Nov,4750
Chelsea,Manhattan,2021,1-Dec,4598
Chelsea,Manhattan,2022,1-Jan,4845
Chelsea,Manhattan,2022,1-Feb,4900
Chelsea,Manhattan,2022,1-Mar,4950
Chelsea,Manhattan,2022,1-Apr,5146
Chelsea,Manhattan,2022,1-May,5137
Chelsea,Manhattan,2022,1-Jun,5095
Chelsea,Manhattan,2022,1-Jul,5148
Chelsea,Manhattan,2022,1-Aug,5150
Chelsea,Manhattan,2022,1-Sep,5200
Chelsea,Manhattan,2022,1-Oct,5400
Chelsea,Manhattan,2022,1-Nov,5098
Chelsea,Manhattan,2022,1-Dec,5000
Chinatown,Manhattan,2010,1-Jan,2900
Chinatown,Manhattan,2010,1-Feb,2900
Chinatown,Manhattan,2010,1-Mar,2550
Chinatown,Manhattan,2010,1-Apr,2200
Chinatown,Manhattan,2010,1-May,2200
Chinatown,Manhattan,2010,1-Jun,2248
Chinatown,Manhattan,2010,1-Jul,2500
Chinatown,Manhattan,2010,1-Aug,2700
Chinatown,Manhattan,2010,1-Sep,2875
Chinatown,Manhattan,2010,1-Oct,2300
Chinatown,Manhattan,2010,1-Nov,2900
Chinatown,Manhattan,2010,1-Dec,3166
Chinatown,Manhattan,2011,1-Jan,3166
Chinatown,Manhattan,2011,1-Feb,2900
Chinatown,Manhattan,2011,1-Mar,2800
Chinatown,Manhattan,2011,1-Apr,2300
Chinatown,Manhattan,2011,1-May,2400
Chinatown,Manhattan,2011,1-Jun,2900
Chinatown,Manhattan,2011,1-Jul,2500
Chinatown,Manhattan,2011,1-Aug,2450
Chinatown,Manhattan,2011,1-Sep,3150
Chinatown,Manhattan,2011,1-Oct,2900
Chinatown,Manhattan,2011,1-Nov,2425
Chinatown,Manhattan,2011,1-Dec,2475
Chinatown,Manhattan,2012,1-Jan,3150
Chinatown,Manhattan,2012,1-Feb,2575
Chinatown,Manhattan,2012,1-Mar,2523
Chinatown,Manhattan,2012,1-Apr,2550
Chinatown,Manhattan,2012,1-May,2500
Chinatown,Manhattan,2012,1-Jun,2450
Chinatown,Manhattan,2012,1-Jul,2425
Chinatown,Manhattan,2012,1-Aug,2900
Chinatown,Manhattan,2012,1-Sep,2698
Chinatown,Manhattan,2012,1-Oct,2600
Chinatown,Manhattan,2012,1-Nov,2550
Chinatown,Manhattan,2012,1-Dec,2378
Chinatown,Manhattan,2013,1-Jan,2750
Chinatown,Manhattan,2013,1-Feb,2775
Chinatown,Manhattan,2013,1-Mar,2675
Chinatown,Manhattan,2013,1-Apr,2800
Chinatown,Manhattan,2013,1-May,3100
Chinatown,Manhattan,2013,1-Jun,2700
Chinatown,Manhattan,2013,1-Jul,2600
Chinatown,Manhattan,2013,1-Aug,2600
Chinatown,Manhattan,2013,1-Sep,3150
Chinatown,Manhattan,2013,1-Oct,3000
Chinatown,Manhattan,2013,1-Nov,2650
Chinatown,Manhattan,2013,1-Dec,2600
Chinatown,Manhattan,2014,1-Jan,2850
Chinatown,Manhattan,2014,1-Feb,2500
Chinatown,Manhattan,2014,1-Mar,2500
Chinatown,Manhattan,2014,1-Apr,2600
Chinatown,Manhattan,2014,1-May,2800
Chinatown,Manhattan,2014,1-Jun,2948
Chinatown,Manhattan,2014,1-Jul,2800
Chinatown,Manhattan,2014,1-Aug,2800
Chinatown,Manhattan,2014,1-Sep,2850
Chinatown,Manhattan,2014,1-Oct,3150
Chinatown,Manhattan,2014,1-Nov,3075
Chinatown,Manhattan,2014,1-Dec,3000
Chinatown,Manhattan,2015,1-Jan,2700
Chinatown,Manhattan,2015,1-Feb,3073
Chinatown,Manhattan,2015,1-Mar,2900
Chinatown,Manhattan,2015,1-Apr,2900
Chinatown,Manhattan,2015,1-May,2850
Chinatown,Manhattan,2015,1-Jun,2850
Chinatown,Manhattan,2015,1-Jul,2750
Chinatown,Manhattan,2015,1-Aug,2900
Chinatown,Manhattan,2015,1-Sep,2850
Chinatown,Manhattan,2015,1-Oct,2700
Chinatown,Manhattan,2015,1-Nov,2750
Chinatown,Manhattan,2015,1-Dec,3275
Chinatown,Manhattan,2016,1-Jan,2650
Chinatown,Manhattan,2016,1-Feb,2650
Chinatown,Manhattan,2016,1-Mar,2675
Chinatown,Manhattan,2016,1-Apr,2900
Chinatown,Manhattan,2016,1-May,2690
Chinatown,Manhattan,2016,1-Jun,2800
Chinatown,Manhattan,2016,1-Jul,2800
Chinatown,Manhattan,2016,1-Aug,2850
Chinatown,Manhattan,2016,1-Sep,2923
Chinatown,Manhattan,2016,1-Oct,2923
Chinatown,Manhattan,2016,1-Nov,2975
Chinatown,Manhattan,2016,1-Dec,3000
Chinatown,Manhattan,2017,1-Jan,2950
Chinatown,Manhattan,2017,1-Feb,2800
Chinatown,Manhattan,2017,1-Mar,2725
Chinatown,Manhattan,2017,1-Apr,2875
Chinatown,Manhattan,2017,1-May,3000
Chinatown,Manhattan,2017,1-Jun,2800
Chinatown,Manhattan,2017,1-Jul,2898
Chinatown,Manhattan,2017,1-Aug,2773
Chinatown,Manhattan,2017,1-Sep,2700
Chinatown,Manhattan,2017,1-Oct,2648
Chinatown,Manhattan,2017,1-Nov,2725
Chinatown,Manhattan,2017,1-Dec,2800
Chinatown,Manhattan,2018,1-Jan,2673
Chinatown,Manhattan,2018,1-Feb,2700
Chinatown,Manhattan,2018,1-Mar,2695
Chinatown,Manhattan,2018,1-Apr,2600
Chinatown,Manhattan,2018,1-May,2900
Chinatown,Manhattan,2018,1-Jun,2900
Chinatown,Manhattan,2018,1-Jul,2700
Chinatown,Manhattan,2018,1-Aug,2800
Chinatown,Manhattan,2018,1-Sep,2873
Chinatown,Manhattan,2018,1-Oct,2550
Chinatown,Manhattan,2018,1-Nov,2799
Chinatown,Manhattan,2018,1-Dec,2800
Chinatown,Manhattan,2019,1-Jan,2700
Chinatown,Manhattan,2019,1-Feb,2800
Chinatown,Manhattan,2019,1-Mar,2563
Chinatown,Manhattan,2019,1-Apr,2700
Chinatown,Manhattan,2019,1-May,2700
Chinatown,Manhattan,2019,1-Jun,3000
Chinatown,Manhattan,2019,1-Jul,3000
Chinatown,Manhattan,2019,1-Aug,2600
Chinatown,Manhattan,2019,1-Sep,2500
Chinatown,Manhattan,2019,1-Oct,3000
Chinatown,Manhattan,2019,1-Nov,2950
Chinatown,Manhattan,2019,1-Dec,3200
Chinatown,Manhattan,2020,1-Jan,3275
Chinatown,Manhattan,2020,1-Feb,2695
Chinatown,Manhattan,2020,1-Mar,3300
Chinatown,Manhattan,2020,1-Apr,3000
Chinatown,Manhattan,2020,1-May,2985
Chinatown,Manhattan,2020,1-Jun,2935
Chinatown,Manhattan,2020,1-Jul,2796
Chinatown,Manhattan,2020,1-Aug,2700
Chinatown,Manhattan,2020,1-Sep,2433
Chinatown,Manhattan,2020,1-Oct,2400
Chinatown,Manhattan,2020,1-Nov,2400
Chinatown,Manhattan,2020,1-Dec,2350
Chinatown,Manhattan,2021,1-Jan,2400
Chinatown,Manhattan,2021,1-Feb,2395
Chinatown,Manhattan,2021,1-Mar,2300
Chinatown,Manhattan,2021,1-Apr,2498
Chinatown,Manhattan,2021,1-May,2450
Chinatown,Manhattan,2021,1-Jun,2450
Chinatown,Manhattan,2021,1-Jul,2495
Chinatown,Manhattan,2021,1-Aug,2500
Chinatown,Manhattan,2021,1-Sep,2800
Chinatown,Manhattan,2021,1-Oct,3150
Chinatown,Manhattan,2021,1-Nov,2675
Chinatown,Manhattan,2021,1-Dec,2473
Chinatown,Manhattan,2022,1-Jan,3000
Chinatown,Manhattan,2022,1-Feb,3150
Chinatown,Manhattan,2022,1-Mar,3448
Chinatown,Manhattan,2022,1-Apr,3195
Chinatown,Manhattan,2022,1-May,3200
Chinatown,Manhattan,2022,1-Jun,3573
Chinatown,Manhattan,2022,1-Jul,2950
Chinatown,Manhattan,2022,1-Aug,3000
Chinatown,Manhattan,2022,1-Sep,3000
Chinatown,Manhattan,2022,1-Oct,3295
Chinatown,Manhattan,2022,1-Nov,2995
Chinatown,Manhattan,2022,1-Dec,2835
Clinton Hill,Brooklyn,2010,1-Jan,2085
Clinton Hill,Brooklyn,2010,1-Feb,1950
Clinton Hill,Brooklyn,2010,1-Mar,1975
Clinton Hill,Brooklyn,2010,1-Apr,2000
Clinton Hill,Brooklyn,2010,1-May,2100
Clinton Hill,Brooklyn,2010,1-Jun,1900
Clinton Hill,Brooklyn,2010,1-Jul,1875
Clinton Hill,Brooklyn,2010,1-Aug,2075
Clinton Hill,Brooklyn,2010,1-Sep,2300
Clinton Hill,Brooklyn,2010,1-Oct,2269
Clinton Hill,Brooklyn,2010,1-Nov,2100
Clinton Hill,Brooklyn,2010,1-Dec,2059
Clinton Hill,Brooklyn,2011,1-Jan,2177
Clinton Hill,Brooklyn,2011,1-Feb,2269
Clinton Hill,Brooklyn,2011,1-Mar,2300
Clinton Hill,Brooklyn,2011,1-Apr,2350
Clinton Hill,Brooklyn,2011,1-May,2350
Clinton Hill,Brooklyn,2011,1-Jun,2300
Clinton Hill,Brooklyn,2011,1-Jul,2250
Clinton Hill,Brooklyn,2011,1-Aug,2304
Clinton Hill,Brooklyn,2011,1-Sep,2500
Clinton Hill,Brooklyn,2011,1-Oct,2535
Clinton Hill,Brooklyn,2011,1-Nov,2495
Clinton Hill,Brooklyn,2011,1-Dec,2600
Clinton Hill,Brooklyn,2012,1-Jan,2650
Clinton Hill,Brooklyn,2012,1-Feb,2750
Clinton Hill,Brooklyn,2012,1-Mar,2698
Clinton Hill,Brooklyn,2012,1-Apr,2763
Clinton Hill,Brooklyn,2012,1-May,2550
Clinton Hill,Brooklyn,2012,1-Jun,2700
Clinton Hill,Brooklyn,2012,1-Jul,2714
Clinton Hill,Brooklyn,2012,1-Aug,3000
Clinton Hill,Brooklyn,2012,1-Sep,3000
Clinton Hill,Brooklyn,2012,1-Oct,3000
Clinton Hill,Brooklyn,2012,1-Nov,2950
Clinton Hill,Brooklyn,2012,1-Dec,2850
Clinton Hill,Brooklyn,2013,1-Jan,2525
Clinton Hill,Brooklyn,2013,1-Feb,2650
Clinton Hill,Brooklyn,2013,1-Mar,2595
Clinton Hill,Brooklyn,2013,1-Apr,2625
Clinton Hill,Brooklyn,2013,1-May,2600
Clinton Hill,Brooklyn,2013,1-Jun,2598
Clinton Hill,Brooklyn,2013,1-Jul,2500
Clinton Hill,Brooklyn,2013,1-Aug,2500
Clinton Hill,Brooklyn,2013,1-Sep,2500
Clinton Hill,Brooklyn,2013,1-Oct,2525
Clinton Hill,Brooklyn,2013,1-Nov,2700
Clinton Hill,Brooklyn,2013,1-Dec,2750
Clinton Hill,Brooklyn,2014,1-Jan,2700
Clinton Hill,Brooklyn,2014,1-Feb,2595
Clinton Hill,Brooklyn,2014,1-Mar,2600
Clinton Hill,Brooklyn,2014,1-Apr,2650
Clinton Hill,Brooklyn,2014,1-May,2745
Clinton Hill,Brooklyn,2014,1-Jun,2700
Clinton Hill,Brooklyn,2014,1-Jul,2745
Clinton Hill,Brooklyn,2014,1-Aug,2800
Clinton Hill,Brooklyn,2014,1-Sep,2750
Clinton Hill,Brooklyn,2014,1-Oct,2700
Clinton Hill,Brooklyn,2014,1-Nov,2600
Clinton Hill,Brooklyn,2014,1-Dec,2700
Clinton Hill,Brooklyn,2015,1-Jan,2700
Clinton Hill,Brooklyn,2015,1-Feb,2750
Clinton Hill,Brooklyn,2015,1-Mar,2750
Clinton Hill,Brooklyn,2015,1-Apr,2750
Clinton Hill,Brooklyn,2015,1-May,2785
Clinton Hill,Brooklyn,2015,1-Jun,2650
Clinton Hill,Brooklyn,2015,1-Jul,2700
Clinton Hill,Brooklyn,2015,1-Aug,2750
Clinton Hill,Brooklyn,2015,1-Sep,2850
Clinton Hill,Brooklyn,2015,1-Oct,2750
Clinton Hill,Brooklyn,2015,1-Nov,2700
Clinton Hill,Brooklyn,2015,1-Dec,2665
Clinton Hill,Brooklyn,2016,1-Jan,2699
Clinton Hill,Brooklyn,2016,1-Feb,2700
Clinton Hill,Brooklyn,2016,1-Mar,2682
Clinton Hill,Brooklyn,2016,1-Apr,2652
Clinton Hill,Brooklyn,2016,1-May,2700
Clinton Hill,Brooklyn,2016,1-Jun,2700
Clinton Hill,Brooklyn,2016,1-Jul,2700
Clinton Hill,Brooklyn,2016,1-Aug,2700
Clinton Hill,Brooklyn,2016,1-Sep,2753
Clinton Hill,Brooklyn,2016,1-Oct,2797
Clinton Hill,Brooklyn,2016,1-Nov,2750
Clinton Hill,Brooklyn,2016,1-Dec,2606
Clinton Hill,Brooklyn,2017,1-Jan,2600
Clinton Hill,Brooklyn,2017,1-Feb,2650
Clinton Hill,Brooklyn,2017,1-Mar,2650
Clinton Hill,Brooklyn,2017,1-Apr,2600
Clinton Hill,Brooklyn,2017,1-May,2750
Clinton Hill,Brooklyn,2017,1-Jun,2700
Clinton Hill,Brooklyn,2017,1-Jul,2700
Clinton Hill,Brooklyn,2017,1-Aug,2600
Clinton Hill,Brooklyn,2017,1-Sep,2599
Clinton Hill,Brooklyn,2017,1-Oct,2795
Clinton Hill,Brooklyn,2017,1-Nov,2725
Clinton Hill,Brooklyn,2017,1-Dec,2735
Clinton Hill,Brooklyn,2018,1-Jan,2700
Clinton Hill,Brooklyn,2018,1-Feb,2600
Clinton Hill,Brooklyn,2018,1-Mar,2650
Clinton Hill,Brooklyn,2018,1-Apr,2784
Clinton Hill,Brooklyn,2018,1-May,2879
Clinton Hill,Brooklyn,2018,1-Jun,2880
Clinton Hill,Brooklyn,2018,1-Jul,2850
Clinton Hill,Brooklyn,2018,1-Aug,2800
Clinton Hill,Brooklyn,2018,1-Sep,2750
Clinton Hill,Brooklyn,2018,1-Oct,2700
Clinton Hill,Brooklyn,2018,1-Nov,2700
Clinton Hill,Brooklyn,2018,1-Dec,2769
Clinton Hill,Brooklyn,2019,1-Jan,2950
Clinton Hill,Brooklyn,2019,1-Feb,2950
Clinton Hill,Brooklyn,2019,1-Mar,3000
Clinton Hill,Brooklyn,2019,1-Apr,2980
Clinton Hill,Brooklyn,2019,1-May,3157
Clinton Hill,Brooklyn,2019,1-Jun,3252
Clinton Hill,Brooklyn,2019,1-Jul,3100
Clinton Hill,Brooklyn,2019,1-Aug,3100
Clinton Hill,Brooklyn,2019,1-Sep,2950
Clinton Hill,Brooklyn,2019,1-Oct,3050
Clinton Hill,Brooklyn,2019,1-Nov,3000
Clinton Hill,Brooklyn,2019,1-Dec,2973
Clinton Hill,Brooklyn,2020,1-Jan,2954
Clinton Hill,Brooklyn,2020,1-Feb,3100
Clinton Hill,Brooklyn,2020,1-Mar,2995
Clinton Hill,Brooklyn,2020,1-Apr,2995
Clinton Hill,Brooklyn,2020,1-May,2990
Clinton Hill,Brooklyn,2020,1-Jun,2978
Clinton Hill,Brooklyn,2020,1-Jul,2900
Clinton Hill,Brooklyn,2020,1-Aug,2800
Clinton Hill,Brooklyn,2020,1-Sep,2700
Clinton Hill,Brooklyn,2020,1-Oct,2650
Clinton Hill,Brooklyn,2020,1-Nov,2613
Clinton Hill,Brooklyn,2020,1-Dec,2600
Clinton Hill,Brooklyn,2021,1-Jan,2600
Clinton Hill,Brooklyn,2021,1-Feb,2595
Clinton Hill,Brooklyn,2021,1-Mar,2595
Clinton Hill,Brooklyn,2021,1-Apr,2600
Clinton Hill,Brooklyn,2021,1-May,2650
Clinton Hill,Brooklyn,2021,1-Jun,2700
Clinton Hill,Brooklyn,2021,1-Jul,2850
Clinton Hill,Brooklyn,2021,1-Aug,3109
Clinton Hill,Brooklyn,2021,1-Sep,3109
Clinton Hill,Brooklyn,2021,1-Oct,3000
Clinton Hill,Brooklyn,2021,1-Nov,2900
Clinton Hill,Brooklyn,2021,1-Dec,3100
Clinton Hill,Brooklyn,2022,1-Jan,3500
Clinton Hill,Brooklyn,2022,1-Feb,3513
Clinton Hill,Brooklyn,2022,1-Mar,3348
Clinton Hill,Brooklyn,2022,1-Apr,3400
Clinton Hill,Brooklyn,2022,1-May,3600
Clinton Hill,Brooklyn,2022,1-Jun,3700
Clinton Hill,Brooklyn,2022,1-Jul,3795
Clinton Hill,Brooklyn,2022,1-Aug,4000
Clinton Hill,Brooklyn,2022,1-Sep,3995
Clinton Hill,Brooklyn,2022,1-Oct,3938
Clinton Hill,Brooklyn,2022,1-Nov,3975
Clinton Hill,Brooklyn,2022,1-Dec,3783
Cobble Hill,Brooklyn,2010,1-Jan,1900
Cobble Hill,Brooklyn,2010,1-Feb,2350
Cobble Hill,Brooklyn,2010,1-Mar,2225
Cobble Hill,Brooklyn,2010,1-Apr,2340
Cobble Hill,Brooklyn,2010,1-May,2400
Cobble Hill,Brooklyn,2010,1-Jun,2340
Cobble Hill,Brooklyn,2010,1-Jul,2450
Cobble Hill,Brooklyn,2010,1-Aug,2525
Cobble Hill,Brooklyn,2010,1-Sep,2600
Cobble Hill,Brooklyn,2010,1-Oct,2600
Cobble Hill,Brooklyn,2010,1-Nov,2625
Cobble Hill,Brooklyn,2010,1-Dec,2600
Cobble Hill,Brooklyn,2011,1-Jan,2500
Cobble Hill,Brooklyn,2011,1-Feb,2450
Cobble Hill,Brooklyn,2011,1-Mar,2500
Cobble Hill,Brooklyn,2011,1-Apr,2900
Cobble Hill,Brooklyn,2011,1-May,2870
Cobble Hill,Brooklyn,2011,1-Jun,2750
Cobble Hill,Brooklyn,2011,1-Jul,2750
Cobble Hill,Brooklyn,2011,1-Aug,3100
Cobble Hill,Brooklyn,2011,1-Sep,3235
Cobble Hill,Brooklyn,2011,1-Oct,3050
Cobble Hill,Brooklyn,2011,1-Nov,3150
Cobble Hill,Brooklyn,2011,1-Dec,3200
Cobble Hill,Brooklyn,2012,1-Jan,3000
Cobble Hill,Brooklyn,2012,1-Feb,2900
Cobble Hill,Brooklyn,2012,1-Mar,3100
Cobble Hill,Brooklyn,2012,1-Apr,2850
Cobble Hill,Brooklyn,2012,1-May,2798
Cobble Hill,Brooklyn,2012,1-Jun,2590
Cobble Hill,Brooklyn,2012,1-Jul,2950
Cobble Hill,Brooklyn,2012,1-Aug,3150
Cobble Hill,Brooklyn,2012,1-Sep,2975
Cobble Hill,Brooklyn,2012,1-Oct,2795
Cobble Hill,Brooklyn,2012,1-Nov,3050
Cobble Hill,Brooklyn,2012,1-Dec,3150
Cobble Hill,Brooklyn,2013,1-Jan,3000
Cobble Hill,Brooklyn,2013,1-Feb,2875
Cobble Hill,Brooklyn,2013,1-Mar,2850
Cobble Hill,Brooklyn,2013,1-Apr,3100
Cobble Hill,Brooklyn,2013,1-May,3100
Cobble Hill,Brooklyn,2013,1-Jun,3700
Cobble Hill,Brooklyn,2013,1-Jul,3400
Cobble Hill,Brooklyn,2013,1-Aug,3200
Cobble Hill,Brooklyn,2013,1-Sep,3100
Cobble Hill,Brooklyn,2013,1-Oct,3050
Cobble Hill,Brooklyn,2013,1-Nov,2923
Cobble Hill,Brooklyn,2013,1-Dec,2800
Cobble Hill,Brooklyn,2014,1-Jan,2950
Cobble Hill,Brooklyn,2014,1-Feb,3050
Cobble Hill,Brooklyn,2014,1-Mar,2900
