City,Borough,Year,Month,RentPrice
All Downtown,Manhattan,2010,1-Jan,3200
All Downtown,Manhattan,2010,1-Feb,3200
All Downtown,Manhattan,2010,1-Mar,3025
All Downtown,Manhattan,2010,1-Apr,3100
All Downtown,Manhattan,2010,1-May,3100
All Downtown,Manhattan,2010,1-Jun,3200
All Downtown,Manhattan,2010,1-Jul,3195
All Downtown,Manhattan,2010,1-Aug,3200
All Downtown,Manhattan,2010,1-Sep,3400
All Downtown,Manhattan,2010,1-Oct,3495
All Downtown,Manhattan,2010,1-Nov,3450
All Downtown,Manhattan,2010,1-Dec,3400
All Downtown,Manhattan,2011,1-Jan,3375
All Downtown,Manhattan,2011,1-Feb,3397
All Downtown,Manhattan,2011,1-Mar,3300
All Downtown,Manhattan,2011,1-Apr,3300
All Downtown,Manhattan,2011,1-May,3395
All Downtown,Manhattan,2011,1-Jun,3400
All Downtown,Manhattan,2011,1-Jul,3395
All Downtown,Manhattan,2011,1-Aug,3495
All Downtown,Manhattan,2011,1-Sep,3600
All Downtown,Manhattan,2011,1-Oct,3650
All Downtown,Manhattan,2011,1-Nov,3550
All Downtown,Manhattan,2011,1-Dec,3495
All Downtown,Manhattan,2012,1-Jan,3450
All Downtown,Manhattan,2012,1-Feb,3450
All Downtown,Manhattan,2012,1-Mar,3500
All Downtown,Manhattan,2012,1-Apr,3500
All Downtown,Manhattan,2012,1-May,3550
All Downtown,Manhattan,2012,1-Jun,3550
All Downtown,Manhattan,2012,1-Jul,3500
All Downtown,Manhattan,2012,1-Aug,3550
All Downtown,Manhattan,2012,1-Sep,3635
All Downtown,Manhattan,2012,1-Oct,3600
All Downtown,Manhattan,2012,1-Nov,3650
All Downtown,Manhattan,2012,1-Dec,3650
All Downtown,Manhattan,2013,1-Jan,3525
All Downtown,Manhattan,2013,1-Feb,3500
All Downtown,Manhattan,2013,1-Mar,3500
All Downtown,Manhattan,2013,1-Apr,3500
All Downtown,Manhattan,2013,1-May,3500
All Downtown,Manhattan,2013,1-Jun,3500
All Downtown,Manhattan,2013,1-Jul,3500
All Downtown,Manhattan,2013,1-Aug,3575
All Downtown,Manhattan,2013,1-Sep,3650
All Downtown,Manhattan,2013,1-Oct,3650
All Downtown,Manhattan,2013,1-Nov,3695
All Downtown,Manhattan,2013,1-Dec,3600
All Downtown,Manhattan,2014,1-Jan,3624
All Downtown,Manhattan,2014,1-Feb,3600
All Downtown,Manhattan,2014,1-Mar,3600
All Downtown,Manhattan,2014,1-Apr,3650
All Downtown,Manhattan,2014,1-May,3650
All Downtown,Manhattan,2014,1-Jun,3595
All Downtown,Manhattan,2014,1-Jul,3595
All Downtown,Manhattan,2014,1-Aug,3595
All Downtown,Manhattan,2014,1-Sep,3650
All Downtown,Manhattan,2014,1-Oct,3600
All Downtown,Manhattan,2014,1-Nov,3600
All Downtown,Manhattan,2014,1-Dec,3600
All Downtown,Manhattan,2015,1-Jan,3600
All Downtown,Manhattan,2015,1-Feb,3640
All Downtown,Manhattan,2015,1-Mar,3650
All Downtown,Manhattan,2015,1-Apr,3700
All Downtown,Manhattan,2015,1-May,3750
All Downtown,Manhattan,2015,1-Jun,3700
All Downtown,Manhattan,2015,1-Jul,3700
All Downtown,Manhattan,2015,1-Aug,3770
All Downtown,Manhattan,2015,1-Sep,3795
All Downtown,Manhattan,2015,1-Oct,3800
All Downtown,Manhattan,2015,1-Nov,3750
All Downtown,Manhattan,2015,1-Dec,3775
All Downtown,Manhattan,2016,1-Jan,3700
All Downtown,Manhattan,2016,1-Feb,3701
All Downtown,Manhattan,2016,1-Mar,3750
All Downtown,Manhattan,2016,1-Apr,3795
All Downtown,Manhattan,2016,1-May,3800
All Downtown,Manhattan,2016,1-Jun,3850
All Downtown,Manhattan,2016,1-Jul,3892
All Downtown,Manhattan,2016,1-Aug,3795
All Downtown,Manhattan,2016,1-Sep,3795
All Downtown,Manhattan,2016,1-Oct,3751
All Downtown,Manhattan,2016,1-Nov,3700
All Downtown,Manhattan,2016,1-Dec,3650
All Downtown,Manhattan,2017,1-Jan,3650
All Downtown,Manhattan,2017,1-Feb,3700
All Downtown,Manhattan,2017,1-Mar,3695
All Downtown,Manhattan,2017,1-Apr,3708
All Downtown,Manhattan,2017,1-May,3790
All Downtown,Manhattan,2017,1-Jun,3725
All Downtown,Manhattan,2017,1-Jul,3727
All Downtown,Manhattan,2017,1-Aug,3700
All Downtown,Manhattan,2017,1-Sep,3664
All Downtown,Manhattan,2017,1-Oct,3662
All Downtown,Manhattan,2017,1-Nov,3675
All Downtown,Manhattan,2017,1-Dec,3640
All Downtown,Manhattan,2018,1-Jan,3650
All Downtown,Manhattan,2018,1-Feb,3750
All Downtown,Manhattan,2018,1-Mar,3735
All Downtown,Manhattan,2018,1-Apr,3754
All Downtown,Manhattan,2018,1-May,3838
All Downtown,Manhattan,2018,1-Jun,3800
All Downtown,Manhattan,2018,1-Jul,3795
All Downtown,Manhattan,2018,1-Aug,3800
All Downtown,Manhattan,2018,1-Sep,3825
All Downtown,Manhattan,2018,1-Oct,3800
All Downtown,Manhattan,2018,1-Nov,3850
All Downtown,Manhattan,2018,1-Dec,3800
All Downtown,Manhattan,2019,1-Jan,3800
All Downtown,Manhattan,2019,1-Feb,3850
All Downtown,Manhattan,2019,1-Mar,3800
All Downtown,Manhattan,2019,1-Apr,3937
All Downtown,Manhattan,2019,1-May,4000
All Downtown,Manhattan,2019,1-Jun,4051
All Downtown,Manhattan,2019,1-Jul,4000
All Downtown,Manhattan,2019,1-Aug,3995
All Downtown,Manhattan,2019,1-Sep,4000
All Downtown,Manhattan,2019,1-Oct,4029
All Downtown,Manhattan,2019,1-Nov,4043
All Downtown,Manhattan,2019,1-Dec,4000
All Downtown,Manhattan,2020,1-Jan,4000
All Downtown,Manhattan,2020,1-Feb,3995
All Downtown,Manhattan,2020,1-Mar,3995
All Downtown,Manhattan,2020,1-Apr,3850
All Downtown,Manhattan,2020,1-May,3700
All Downtown,Manhattan,2020,1-Jun,3600
All Downtown,Manhattan,2020,1-Jul,3500
All Downtown,Manhattan,2020,1-Aug,3390
All Downtown,Manhattan,2020,1-Sep,3295
All Downtown,Manhattan,2020,1-Oct,3197
All Downtown,Manhattan,2020,1-Nov,3120
All Downtown,Manhattan,2020,1-Dec,3150
All Downtown,Manhattan,2021,1-Jan,3103
All Downtown,Manhattan,2021,1-Feb,3195
All Downtown,Manhattan,2021,1-Mar,3200
All Downtown,Manhattan,2021,1-Apr,3200
All Downtown,Manhattan,2021,1-May,3326
All Downtown,Manhattan,2021,1-Jun,3562
All Downtown,Manhattan,2021,1-Jul,3800
All Downtown,Manhattan,2021,1-Aug,4000
All Downtown,Manhattan,2021,1-Sep,4150
All Downtown,Manhattan,2021,1-Oct,4300
All Downtown,Manhattan,2021,1-Nov,4350
All Downtown,Manhattan,2021,1-Dec,4362
All Downtown,Manhattan,2022,1-Jan,4500
All Downtown,Manhattan,2022,1-Feb,4581
All Downtown,Manhattan,2022,1-Mar,4583
All Downtown,Manhattan,2022,1-Apr,4700
All Downtown,Manhattan,2022,1-May,4795
All Downtown,Manhattan,2022,1-Jun,4750
All Downtown,Manhattan,2022,1-Jul,4800
All Downtown,Manhattan,2022,1-Aug,4799
All Downtown,Manhattan,2022,1-Sep,4855
All Downtown,Manhattan,2022,1-Oct,4800
All Downtown,Manhattan,2022,1-Nov,4750
All Downtown,Manhattan,2022,1-Dec,4750
All Midtown,Manhattan,2010,1-Jan,2875
All Midtown,Manhattan,2010,1-Feb,2800
All Midtown,Manhattan,2010,1-Mar,2800
All Midtown,Manhattan,2010,1-Apr,2850
All Midtown,Manhattan,2010,1-May,2895
All Midtown,Manhattan,2010,1-Jun,2950
All Midtown,Manhattan,2010,1-Jul,3000
All Midtown,Manhattan,2010,1-Aug,3000
All Midtown,Manhattan,2010,1-Sep,3100
All Midtown,Manhattan,2010,1-Oct,3100
All Midtown,Manhattan,2010,1-Nov,3150
All Midtown,Manhattan,2010,1-Dec,3150
All Midtown,Manhattan,2011,1-Jan,3160
All Midtown,Manhattan,2011,1-Feb,3198
All Midtown,Manhattan,2011,1-Mar,3195
All Midtown,Manhattan,2011,1-Apr,3200
All Midtown,Manhattan,2011,1-May,3250
All Midtown,Manhattan,2011,1-Jun,3300
All Midtown,Manhattan,2011,1-Jul,3335
All Midtown,Manhattan,2011,1-Aug,3300
All Midtown,Manhattan,2011,1-Sep,3350
All Midtown,Manhattan,2011,1-Oct,3375
All Midtown,Manhattan,2011,1-Nov,3395
All Midtown,Manhattan,2011,1-Dec,3350
All Midtown,Manhattan,2012,1-Jan,3300
All Midtown,Manhattan,2012,1-Feb,3250
All Midtown,Manhattan,2012,1-Mar,3250
All Midtown,Manhattan,2012,1-Apr,3320
All Midtown,Manhattan,2012,1-May,3395
All Midtown,Manhattan,2012,1-Jun,3395
All Midtown,Manhattan,2012,1-Jul,3395
All Midtown,Manhattan,2012,1-Aug,3400
All Midtown,Manhattan,2012,1-Sep,3400
All Midtown,Manhattan,2012,1-Oct,3400
All Midtown,Manhattan,2012,1-Nov,3440
All Midtown,Manhattan,2012,1-Dec,3450
All Midtown,Manhattan,2013,1-Jan,3400
All Midtown,Manhattan,2013,1-Feb,3400
All Midtown,Manhattan,2013,1-Mar,3400
All Midtown,Manhattan,2013,1-Apr,3390
All Midtown,Manhattan,2013,1-May,3350
All Midtown,Manhattan,2013,1-Jun,3395
All Midtown,Manhattan,2013,1-Jul,3350
All Midtown,Manhattan,2013,1-Aug,3395
All Midtown,Manhattan,2013,1-Sep,3400
All Midtown,Manhattan,2013,1-Oct,3400
All Midtown,Manhattan,2013,1-Nov,3395
All Midtown,Manhattan,2013,1-Dec,3400
All Midtown,Manhattan,2014,1-Jan,3350
All Midtown,Manhattan,2014,1-Feb,3392
All Midtown,Manhattan,2014,1-Mar,3395
All Midtown,Manhattan,2014,1-Apr,3400
All Midtown,Manhattan,2014,1-May,3450
All Midtown,Manhattan,2014,1-Jun,3450
All Midtown,Manhattan,2014,1-Jul,3400
All Midtown,Manhattan,2014,1-Aug,3400
All Midtown,Manhattan,2014,1-Sep,3400
All Midtown,Manhattan,2014,1-Oct,3450
All Midtown,Manhattan,2014,1-Nov,3495
All Midtown,Manhattan,2014,1-Dec,3500
All Midtown,Manhattan,2015,1-Jan,3500
All Midtown,Manhattan,2015,1-Feb,3500
All Midtown,Manhattan,2015,1-Mar,3500
All Midtown,Manhattan,2015,1-Apr,3500
All Midtown,Manhattan,2015,1-May,3549
All Midtown,Manhattan,2015,1-Jun,3524
All Midtown,Manhattan,2015,1-Jul,3510
All Midtown,Manhattan,2015,1-Aug,3500
All Midtown,Manhattan,2015,1-Sep,3555
All Midtown,Manhattan,2015,1-Oct,3500
All Midtown,Manhattan,2015,1-Nov,3500
All Midtown,Manhattan,2015,1-Dec,3500
All Midtown,Manhattan,2016,1-Jan,3495
All Midtown,Manhattan,2016,1-Feb,3500
All Midtown,Manhattan,2016,1-Mar,3500
All Midtown,Manhattan,2016,1-Apr,3550
All Midtown,Manhattan,2016,1-May,3573
All Midtown,Manhattan,2016,1-Jun,3500
All Midtown,Manhattan,2016,1-Jul,3525
All Midtown,Manhattan,2016,1-Aug,3500
All Midtown,Manhattan,2016,1-Sep,3545
All Midtown,Manhattan,2016,1-Oct,3500
All Midtown,Manhattan,2016,1-Nov,3500
All Midtown,Manhattan,2016,1-Dec,3500
All Midtown,Manhattan,2017,1-Jan,3470
All Midtown,Manhattan,2017,1-Feb,3495
All Midtown,Manhattan,2017,1-Mar,3464
All Midtown,Manhattan,2017,1-Apr,3500
All Midtown,Manhattan,2017,1-May,3500
All Midtown,Manhattan,2017,1-Jun,3528
All Midtown,Manhattan,2017,1-Jul,3500
All Midtown,Manhattan,2017,1-Aug,3500
All Midtown,Manhattan,2017,1-Sep,3500
All Midtown,Manhattan,2017,1-Oct,3500
All Midtown,Manhattan,2017,1-Nov,3350
All Midtown,Manhattan,2017,1-Dec,3350
All Midtown,Manhattan,2018,1-Jan,3375
All Midtown,Manhattan,2018,1-Feb,3395
All Midtown,Manhattan,2018,1-Mar,3390
All Midtown,Manhattan,2018,1-Apr,3450
All Midtown,Manhattan,2018,1-May,3500
All Midtown,Manhattan,2018,1-Jun,3500
All Midtown,Manhattan,2018,1-Jul,3500
All Midtown,Manhattan,2018,1-Aug,3500
All Midtown,Manhattan,2018,1-Sep,3500
All Midtown,Manhattan,2018,1-Oct,3520
All Midtown,Manhattan,2018,1-Nov,3500
All Midtown,Manhattan,2018,1-Dec,3550
All Midtown,Manhattan,2019,1-Jan,3500
All Midtown,Manhattan,2019,1-Feb,3550
All Midtown,Manhattan,2019,1-Mar,3530
All Midtown,Manhattan,2019,1-Apr,3575
All Midtown,Manhattan,2019,1-May,3615
All Midtown,Manhattan,2019,1-Jun,3675
All Midtown,Manhattan,2019,1-Jul,3700
All Midtown,Manhattan,2019,1-Aug,3700
All Midtown,Manhattan,2019,1-Sep,3700
All Midtown,Manhattan,2019,1-Oct,3685
All Midtown,Manhattan,2019,1-Nov,3713
All Midtown,Manhattan,2019,1-Dec,3700
All Midtown,Manhattan,2020,1-Jan,3700
All Midtown,Manhattan,2020,1-Feb,3700
All Midtown,Manhattan,2020,1-Mar,3695
All Midtown,Manhattan,2020,1-Apr,3554
All Midtown,Manhattan,2020,1-May,3377
All Midtown,Manhattan,2020,1-Jun,3241
All Midtown,Manhattan,2020,1-Jul,3100
All Midtown,Manhattan,2020,1-Aug,3000
All Midtown,Manhattan,2020,1-Sep,2970
All Midtown,Manhattan,2020,1-Oct,2900
All Midtown,Manhattan,2020,1-Nov,2895
All Midtown,Manhattan,2020,1-Dec,2895
All Midtown,Manhattan,2021,1-Jan,2900
All Midtown,Manhattan,2021,1-Feb,2922
All Midtown,Manhattan,2021,1-Mar,2990
All Midtown,Manhattan,2021,1-Apr,3000
All Midtown,Manhattan,2021,1-May,3150
All Midtown,Manhattan,2021,1-Jun,3250
All Midtown,Manhattan,2021,1-Jul,3495
All Midtown,Manhattan,2021,1-Aug,3600
All Midtown,Manhattan,2021,1-Sep,3850
All Midtown,Manhattan,2021,1-Oct,3950
All Midtown,Manhattan,2021,1-Nov,4062
All Midtown,Manhattan,2021,1-Dec,4128
All Midtown,Manhattan,2022,1-Jan,4303
All Midtown,Manhattan,2022,1-Feb,4345
All Midtown,Manhattan,2022,1-Mar,4300
All Midtown,Manhattan,2022,1-Apr,4398
All Midtown,Manhattan,2022,1-May,4400
All Midtown,Manhattan,2022,1-Jun,4395
All Midtown,Manhattan,2022,1-Jul,4450
All Midtown,Manhattan,2022,1-Aug,4275
All Midtown,Manhattan,2022,1-Sep,4300
All Midtown,Manhattan,2022,1-Oct,4250
All Midtown,Manhattan,2022,1-Nov,4250
All Midtown,Manhattan,2022,1-Dec,4300
All Upper East Side,Manhattan,2010,1-Jan,2450
All Upper East Side,Manhattan,2010,1-Feb,2450
All Upper East Side,Manhattan,2010,1-Mar,2400
All Upper East Side,Manhattan,2010,1-Apr,2500
All Upper East Side,Manhattan,2010,1-May,2550
All Upper East Side,Manhattan,2010,1-Jun,2550
All Upper East Side,Manhattan,2010,1-Jul,2595
All Upper East Side,Manhattan,2010,1-Aug,2500
All Upper East Side,Manhattan,2010,1-Sep,2580
All Upper East Side,Manhattan,2010,1-Oct,2550
All Upper East Side,Manhattan,2010,1-Nov,2500
All Upper East Side,Manhattan,2010,1-Dec,2550
All Upper East Side,Manhattan,2011,1-Jan,2500
All Upper East Side,Manhattan,2011,1-Feb,2500
All Upper East Side,Manhattan,2011,1-Mar,2450
All Upper East Side,Manhattan,2011,1-Apr,2500
All Upper East Side,Manhattan,2011,1-May,2600
All Upper East Side,Manhattan,2011,1-Jun,2695
All Upper East Side,Manhattan,2011,1-Jul,2650
All Upper East Side,Manhattan,2011,1-Aug,2695
All Upper East Side,Manhattan,2011,1-Sep,2795
All Upper East Side,Manhattan,2011,1-Oct,2800
All Upper East Side,Manhattan,2011,1-Nov,2800
All Upper East Side,Manhattan,2011,1-Dec,2800
All Upper East Side,Manhattan,2012,1-Jan,2700
All Upper East Side,Manhattan,2012,1-Feb,2700
All Upper East Side,Manhattan,2012,1-Mar,2695
All Upper East Side,Manhattan,2012,1-Apr,2695
All Upper East Side,Manhattan,2012,1-May,2695
All Upper East Side,Manhattan,2012,1-Jun,2750
All Upper East Side,Manhattan,2012,1-Jul,2700
All Upper East Side,Manhattan,2012,1-Aug,2750
All Upper East Side,Manhattan,2012,1-Sep,2850
All Upper East Side,Manhattan,2012,1-Oct,2795
All Upper East Side,Manhattan,2012,1-Nov,2850
All Upper East Side,Manhattan,2012,1-Dec,2850
All Upper East Side,Manhattan,2013,1-Jan,2795
All Upper East Side,Manhattan,2013,1-Feb,2800
All Upper East Side,Manhattan,2013,1-Mar,2795
All Upper East Side,Manhattan,2013,1-Apr,2750
All Upper East Side,Manhattan,2013,1-May,2750
All Upper East Side,Manhattan,2013,1-Jun,2750
All Upper East Side,Manhattan,2013,1-Jul,2750
All Upper East Side,Manhattan,2013,1-Aug,2800
All Upper East Side,Manhattan,2013,1-Sep,2895
All Upper East Side,Manhattan,2013,1-Oct,2850
All Upper East Side,Manhattan,2013,1-Nov,2800
All Upper East Side,Manhattan,2013,1-Dec,2800
All Upper East Side,Manhattan,2014,1-Jan,2700
All Upper East Side,Manhattan,2014,1-Feb,2795
All Upper East Side,Manhattan,2014,1-Mar,2700
All Upper East Side,Manhattan,2014,1-Apr,2700
All Upper East Side,Manhattan,2014,1-May,2700
All Upper East Side,Manhattan,2014,1-Jun,2700
All Upper East Side,Manhattan,2014,1-Jul,2725
All Upper East Side,Manhattan,2014,1-Aug,2700
All Upper East Side,Manhattan,2014,1-Sep,2750
All Upper East Side,Manhattan,2014,1-Oct,2750
All Upper East Side,Manhattan,2014,1-Nov,2800
All Upper East Side,Manhattan,2014,1-Dec,2849
All Upper East Side,Manhattan,2015,1-Jan,2850
All Upper East Side,Manhattan,2015,1-Feb,2900
All Upper East Side,Manhattan,2015,1-Mar,2900
All Upper East Side,Manhattan,2015,1-Apr,2875
All Upper East Side,Manhattan,2015,1-May,2950
All Upper East Side,Manhattan,2015,1-Jun,2995
All Upper East Side,Manhattan,2015,1-Jul,2950
All Upper East Side,Manhattan,2015,1-Aug,2995
All Upper East Side,Manhattan,2015,1-Sep,3050
All Upper East Side,Manhattan,2015,1-Oct,2999
All Upper East Side,Manhattan,2015,1-Nov,2900
All Upper East Side,Manhattan,2015,1-Dec,2973
All Upper East Side,Manhattan,2016,1-Jan,2995
All Upper East Side,Manhattan,2016,1-Feb,2979
All Upper East Side,Manhattan,2016,1-Mar,3000
All Upper East Side,Manhattan,2016,1-Apr,3000
All Upper East Side,Manhattan,2016,1-May,3000
All Upper East Side,Manhattan,2016,1-Jun,2995
All Upper East Side,Manhattan,2016,1-Jul,2990
All Upper East Side,Manhattan,2016,1-Aug,2925
All Upper East Side,Manhattan,2016,1-Sep,2950
All Upper East Side,Manhattan,2016,1-Oct,2950
All Upper East Side,Manhattan,2016,1-Nov,2975
All Upper East Side,Manhattan,2016,1-Dec,3000
All Upper East Side,Manhattan,2017,1-Jan,2995
All Upper East Side,Manhattan,2017,1-Feb,2995
All Upper East Side,Manhattan,2017,1-Mar,2925
All Upper East Side,Manhattan,2017,1-Apr,2950
All Upper East Side,Manhattan,2017,1-May,2950
All Upper East Side,Manhattan,2017,1-Jun,2950
All Upper East Side,Manhattan,2017,1-Jul,2950
All Upper East Side,Manhattan,2017,1-Aug,2900
All Upper East Side,Manhattan,2017,1-Sep,2995
All Upper East Side,Manhattan,2017,1-Oct,2950
All Upper East Side,Manhattan,2017,1-Nov,2995
All Upper East Side,Manhattan,2017,1-Dec,2990
All Upper East Side,Manhattan,2018,1-Jan,2900
All Upper East Side,Manhattan,2018,1-Feb,2895
All Upper East Side,Manhattan,2018,1-Mar,2850
All Upper East Side,Manhattan,2018,1-Apr,2850
All Upper East Side,Manhattan,2018,1-May,2850
All Upper East Side,Manhattan,2018,1-Jun,2900
All Upper East Side,Manhattan,2018,1-Jul,2923
All Upper East Side,Manhattan,2018,1-Aug,2900
All Upper East Side,Manhattan,2018,1-Sep,2895
All Upper East Side,Manhattan,2018,1-Oct,2995
All Upper East Side,Manhattan,2018,1-Nov,2995
All Upper East Side,Manhattan,2018,1-Dec,3000
All Upper East Side,Manhattan,2019,1-Jan,3000
All Upper East Side,Manhattan,2019,1-Feb,3000
All Upper East Side,Manhattan,2019,1-Mar,2995
All Upper East Side,Manhattan,2019,1-Apr,2995
All Upper East Side,Manhattan,2019,1-May,3000
All Upper East Side,Manhattan,2019,1-Jun,3050
All Upper East Side,Manhattan,2019,1-Jul,3050
All Upper East Side,Manhattan,2019,1-Aug,2995
All Upper East Side,Manhattan,2019,1-Sep,3000
All Upper East Side,Manhattan,2019,1-Oct,3100
All Upper East Side,Manhattan,2019,1-Nov,3208
All Upper East Side,Manhattan,2019,1-Dec,3295
All Upper East Side,Manhattan,2020,1-Jan,3275
All Upper East Side,Manhattan,2020,1-Feb,3250
All Upper East Side,Manhattan,2020,1-Mar,3250
All Upper East Side,Manhattan,2020,1-Apr,3150
All Upper East Side,Manhattan,2020,1-May,3058
All Upper East Side,Manhattan,2020,1-Jun,2950
All Upper East Side,Manhattan,2020,1-Jul,2800
All Upper East Side,Manhattan,2020,1-Aug,2700
All Upper East Side,Manhattan,2020,1-Sep,2650
All Upper East Side,Manhattan,2020,1-Oct,2500
All Upper East Side,Manhattan,2020,1-Nov,2495
All Upper East Side,Manhattan,2020,1-Dec,2500
All Upper East Side,Manhattan,2021,1-Jan,2450
All Upper East Side,Manhattan,2021,1-Feb,2475
All Upper East Side,Manhattan,2021,1-Mar,2400
All Upper East Side,Manhattan,2021,1-Apr,2400
All Upper East Side,Manhattan,2021,1-May,2470
All Upper East Side,Manhattan,2021,1-Jun,2495
All Upper East Side,Manhattan,2021,1-Jul,2550
All Upper East Side,Manhattan,2021,1-Aug,2700
All Upper East Side,Manhattan,2021,1-Sep,2850
All Upper East Side,Manhattan,2021,1-Oct,2925
All Upper East Side,Manhattan,2021,1-Nov,3200
All Upper East Side,Manhattan,2021,1-Dec,3300
All Upper East Side,Manhattan,2022,1-Jan,3400
All Upper East Side,Manhattan,2022,1-Feb,3500
All Upper East Side,Manhattan,2022,1-Mar,3400
All Upper East Side,Manhattan,2022,1-Apr,3400
All Upper East Side,Manhattan,2022,1-May,3500
All Upper East Side,Manhattan,2022,1-Jun,3500
All Upper East Side,Manhattan,2022,1-Jul,3500
All Upper East Side,Manhattan,2022,1-Aug,3728
All Upper East Side,Manhattan,2022,1-Sep,3725
All Upper East Side,Manhattan,2022,1-Oct,3753
All Upper East Side,Manhattan,2022,1-Nov,3800
All Upper East Side,Manhattan,2022,1-Dec,3795
All Upper Manhattan,Manhattan,2010,1-Jan,1836
All Upper Manhattan,Manhattan,2010,1-Feb,1800
All Upper Manhattan,Manhattan,2010,1-Mar,1795
All Upper Manhattan,Manhattan,2010,1-Apr,1800
All Upper Manhattan,Manhattan,2010,1-May,1823
All Upper Manhattan,Manhattan,2010,1-Jun,1850
All Upper Manhattan,Manhattan,2010,1-Jul,1875
All Upper Manhattan,Manhattan,2010,1-Aug,1850
All Upper Manhattan,Manhattan,2010,1-Sep,1898
All Upper Manhattan,Manhattan,2010,1-Oct,1875
All Upper Manhattan,Manhattan,2010,1-Nov,1850
All Upper Manhattan,Manhattan,2010,1-Dec,1850
All Upper Manhattan,Manhattan,2011,1-Jan,1850
All Upper Manhattan,Manhattan,2011,1-Feb,1800
All Upper Manhattan,Manhattan,2011,1-Mar,1875
All Upper Manhattan,Manhattan,2011,1-Apr,1895
All Upper Manhattan,Manhattan,2011,1-May,1910
All Upper Manhattan,Manhattan,2011,1-Jun,1950
All Upper Manhattan,Manhattan,2011,1-Jul,1950
All Upper Manhattan,Manhattan,2011,1-Aug,1983
All Upper Manhattan,Manhattan,2011,1-Sep,1995
All Upper Manhattan,Manhattan,2011,1-Oct,1990
All Upper Manhattan,Manhattan,2011,1-Nov,1995
All Upper Manhattan,Manhattan,2011,1-Dec,2000
All Upper Manhattan,Manhattan,2012,1-Jan,2000
All Upper Manhattan,Manhattan,2012,1-Feb,2000
All Upper Manhattan,Manhattan,2012,1-Mar,2000
All Upper Manhattan,Manhattan,2012,1-Apr,2000
All Upper Manhattan,Manhattan,2012,1-May,1995
All Upper Manhattan,Manhattan,2012,1-Jun,1963
All Upper Manhattan,Manhattan,2012,1-Jul,2000
All Upper Manhattan,Manhattan,2012,1-Aug,2050
All Upper Manhattan,Manhattan,2012,1-Sep,2000
All Upper Manhattan,Manhattan,2012,1-Oct,1995
All Upper Manhattan,Manhattan,2012,1-Nov,2000
All Upper Manhattan,Manhattan,2012,1-Dec,2000
All Upper Manhattan,Manhattan,2013,1-Jan,1975
All Upper Manhattan,Manhattan,2013,1-Feb,1995
All Upper Manhattan,Manhattan,2013,1-Mar,2000
All Upper Manhattan,Manhattan,2013,1-Apr,2000
All Upper Manhattan,Manhattan,2013,1-May,2025
All Upper Manhattan,Manhattan,2013,1-Jun,2100
All Upper Manhattan,Manhattan,2013,1-Jul,2150
All Upper Manhattan,Manhattan,2013,1-Aug,2150
All Upper Manhattan,Manhattan,2013,1-Sep,2100
All Upper Manhattan,Manhattan,2013,1-Oct,2000
All Upper Manhattan,Manhattan,2013,1-Nov,2000
All Upper Manhattan,Manhattan,2013,1-Dec,2000
All Upper Manhattan,Manhattan,2014,1-Jan,2000
All Upper Manhattan,Manhattan,2014,1-Feb,1995
All Upper Manhattan,Manhattan,2014,1-Mar,2000
All Upper Manhattan,Manhattan,2014,1-Apr,2090
All Upper Manhattan,Manhattan,2014,1-May,2100
All Upper Manhattan,Manhattan,2014,1-Jun,2100
All Upper Manhattan,Manhattan,2014,1-Jul,2100
All Upper Manhattan,Manhattan,2014,1-Aug,2150
All Upper Manhattan,Manhattan,2014,1-Sep,2100
All Upper Manhattan,Manhattan,2014,1-Oct,2150
All Upper Manhattan,Manhattan,2014,1-Nov,2178
All Upper Manhattan,Manhattan,2014,1-Dec,2190
All Upper Manhattan,Manhattan,2015,1-Jan,2156
All Upper Manhattan,Manhattan,2015,1-Feb,2200
All Upper Manhattan,Manhattan,2015,1-Mar,2200
All Upper Manhattan,Manhattan,2015,1-Apr,2200
All Upper Manhattan,Manhattan,2015,1-May,2250
All Upper Manhattan,Manhattan,2015,1-Jun,2291
All Upper Manhattan,Manhattan,2015,1-Jul,2295
All Upper Manhattan,Manhattan,2015,1-Aug,2300
All Upper Manhattan,Manhattan,2015,1-Sep,2266
All Upper Manhattan,Manhattan,2015,1-Oct,2275
All Upper Manhattan,Manhattan,2015,1-Nov,2250
All Upper Manhattan,Manhattan,2015,1-Dec,2250
All Upper Manhattan,Manhattan,2016,1-Jan,2291
All Upper Manhattan,Manhattan,2016,1-Feb,2285
All Upper Manhattan,Manhattan,2016,1-Mar,2300
All Upper Manhattan,Manhattan,2016,1-Apr,2375
All Upper Manhattan,Manhattan,2016,1-May,2395
All Upper Manhattan,Manhattan,2016,1-Jun,2350
All Upper Manhattan,Manhattan,2016,1-Jul,2395
All Upper Manhattan,Manhattan,2016,1-Aug,2400
All Upper Manhattan,Manhattan,2016,1-Sep,2400
All Upper Manhattan,Manhattan,2016,1-Oct,2395
All Upper Manhattan,Manhattan,2016,1-Nov,2395
All Upper Manhattan,Manhattan,2016,1-Dec,2383
All Upper Manhattan,Manhattan,2017,1-Jan,2350
All Upper Manhattan,Manhattan,2017,1-Feb,2300
All Upper Manhattan,Manhattan,2017,1-Mar,2296
All Upper Manhattan,Manhattan,2017,1-Apr,2336
All Upper Manhattan,Manhattan,2017,1-May,2350
All Upper Manhattan,Manhattan,2017,1-Jun,2350
