City,Borough,Year,RentPrice
Flatiron,Manhattan,2017,4600
Flatiron,Manhattan,2017,4498
Flatiron,Manhattan,2017,4625
Flatiron,Manhattan,2017,4698
Flatiron,Manhattan,2017,4595
Flatiron,Manhattan,2017,4500
Flatiron,Manhattan,2017,4800
Flatiron,Manhattan,2017,4800
Flatiron,Manhattan,2017,4660
Flatiron,Manhattan,2017,4795
Flatiron,Manhattan,2017,4700
Flatiron,Manhattan,2018,4601
Flatiron,Manhattan,2018,4562
Flatiron,Manhattan,2018,4495
Flatiron,Manhattan,2018,4495
Flatiron,Manhattan,2018,4575
Flatiron,Manhattan,2018,4595
Flatiron,Manhattan,2018,4598
Flatiron,Manhattan,2018,4608
Flatiron,Manhattan,2018,4875
Flatiron,Manhattan,2018,4863
Flatiron,Manhattan,2018,4500
Flatiron,Manhattan,2018,4635
Flatiron,Manhattan,2019,4780
Flatiron,Manhattan,2019,4885
Flatiron,Manhattan,2019,4798
Flatiron,Manhattan,2019,4830
Flatiron,Manhattan,2019,4950
Flatiron,Manhattan,2019,4950
Flatiron,Manhattan,2019,4993
Flatiron,Manhattan,2019,5195
Flatiron,Manhattan,2019,5125
Flatiron,Manhattan,2019,4895
Flatiron,Manhattan,2019,4928
Flatiron,Manhattan,2019,4912
Flatiron,Manhattan,2020,4833
Flatiron,Manhattan,2020,4704
Flatiron,Manhattan,2020,4935
Flatiron,Manhattan,2020,4538
Flatiron,Manhattan,2020,4332
Flatiron,Manhattan,2020,4298
Flatiron,Manhattan,2020,4100
Flatiron,Manhattan,2020,4000
Flatiron,Manhattan,2020,4232
Flatiron,Manhattan,2020,3999
Flatiron,Manhattan,2020,3950
Flatiron,Manhattan,2020,3983
Flatiron,Manhattan,2021,4000
Flatiron,Manhattan,2021,4200
Flatiron,Manhattan,2021,4150
Flatiron,Manhattan,2021,4329
Flatiron,Manhattan,2021,4400
Flatiron,Manhattan,2021,4800
Flatiron,Manhattan,2021,5294
Flatiron,Manhattan,2021,5376
Flatiron,Manhattan,2021,5600
Flatiron,Manhattan,2021,5500
Flatiron,Manhattan,2021,5500
Flatiron,Manhattan,2021,5393
Flatiron,Manhattan,2022,5309
Flatiron,Manhattan,2022,5623
Flatiron,Manhattan,2022,5680
Flatiron,Manhattan,2022,5757
Flatiron,Manhattan,2022,5905
Flatiron,Manhattan,2022,6081
Flatiron,Manhattan,2022,6150
Flatiron,Manhattan,2022,5995
Flatiron,Manhattan,2022,5920
Flatiron,Manhattan,2022,5579
Flatiron,Manhattan,2022,5660
Flatiron,Manhattan,2022,5740
Forest Hills,Queens,2010,2000
Forest Hills,Queens,2010,1800
Forest Hills,Queens,2010,1700
Forest Hills,Queens,2010,1663
Forest Hills,Queens,2010,1550
Forest Hills,Queens,2010,1588
Forest Hills,Queens,2010,1700
Forest Hills,Queens,2010,1750
Forest Hills,Queens,2010,1695
Forest Hills,Queens,2010,1725
Forest Hills,Queens,2010,1675
Forest Hills,Queens,2010,1650
Forest Hills,Queens,2011,1663
Forest Hills,Queens,2011,1650
Forest Hills,Queens,2011,1675
Forest Hills,Queens,2011,1773
Forest Hills,Queens,2011,1825
Forest Hills,Queens,2011,1850
Forest Hills,Queens,2011,1895
Forest Hills,Queens,2011,2100
Forest Hills,Queens,2011,2248
Forest Hills,Queens,2011,2150
Forest Hills,Queens,2011,1998
Forest Hills,Queens,2011,1850
Forest Hills,Queens,2012,1825
Forest Hills,Queens,2012,1995
Forest Hills,Queens,2012,1850
Forest Hills,Queens,2012,1850
Forest Hills,Queens,2012,1825
Forest Hills,Queens,2012,1825
Forest Hills,Queens,2012,2025
Forest Hills,Queens,2012,2050
Forest Hills,Queens,2012,2025
Forest Hills,Queens,2012,2100
Forest Hills,Queens,2012,1895
Forest Hills,Queens,2012,2050
Forest Hills,Queens,2013,1995
Forest Hills,Queens,2013,1900
Forest Hills,Queens,2013,1800
Forest Hills,Queens,2013,1800
Forest Hills,Queens,2013,1800
Forest Hills,Queens,2013,1800
Forest Hills,Queens,2013,2050
Forest Hills,Queens,2013,1950
Forest Hills,Queens,2013,2050
Forest Hills,Queens,2013,1875
Forest Hills,Queens,2013,1900
Forest Hills,Queens,2013,2050
Forest Hills,Queens,2014,2100
Forest Hills,Queens,2014,2095
Forest Hills,Queens,2014,2025
Forest Hills,Queens,2014,2015
Forest Hills,Queens,2014,1950
Forest Hills,Queens,2014,2015
Forest Hills,Queens,2014,2015
Forest Hills,Queens,2014,2295
Forest Hills,Queens,2014,2015
Forest Hills,Queens,2014,2000
Forest Hills,Queens,2014,2100
Forest Hills,Queens,2014,2195
Forest Hills,Queens,2015,2015
Forest Hills,Queens,2015,2015
Forest Hills,Queens,2015,2015
Forest Hills,Queens,2015,2015
Forest Hills,Queens,2015,2100
Forest Hills,Queens,2015,2213
Forest Hills,Queens,2015,2138
Forest Hills,Queens,2015,2300
Forest Hills,Queens,2015,2300
Forest Hills,Queens,2015,2295
Forest Hills,Queens,2015,2195
Forest Hills,Queens,2015,2200
Forest Hills,Queens,2016,2200
Forest Hills,Queens,2016,2195
Forest Hills,Queens,2016,2100
Forest Hills,Queens,2016,2163
Forest Hills,Queens,2016,2195
Forest Hills,Queens,2016,2163
Forest Hills,Queens,2016,2200
Forest Hills,Queens,2016,2200
Forest Hills,Queens,2016,2200
Forest Hills,Queens,2016,2150
Forest Hills,Queens,2016,2137
Forest Hills,Queens,2016,2150
Forest Hills,Queens,2017,2100
Forest Hills,Queens,2017,2100
Forest Hills,Queens,2017,2000
Forest Hills,Queens,2017,2000
Forest Hills,Queens,2017,1997
Forest Hills,Queens,2017,2100
Forest Hills,Queens,2017,2138
Forest Hills,Queens,2017,2100
Forest Hills,Queens,2017,2100
Forest Hills,Queens,2017,2100
Forest Hills,Queens,2017,2100
Forest Hills,Queens,2017,2050
Forest Hills,Queens,2018,2000
Forest Hills,Queens,2018,2000
Forest Hills,Queens,2018,2100
Forest Hills,Queens,2018,1983
Forest Hills,Queens,2018,1950
Forest Hills,Queens,2018,1975
Forest Hills,Queens,2018,2000
Forest Hills,Queens,2018,2150
Forest Hills,Queens,2018,2100
Forest Hills,Queens,2018,2000
Forest Hills,Queens,2018,2000
Forest Hills,Queens,2018,1995
Forest Hills,Queens,2019,2048
Forest Hills,Queens,2019,2000
Forest Hills,Queens,2019,2050
Forest Hills,Queens,2019,2095
Forest Hills,Queens,2019,2100
Forest Hills,Queens,2019,2100
Forest Hills,Queens,2019,2200
Forest Hills,Queens,2019,2285
Forest Hills,Queens,2019,2200
Forest Hills,Queens,2019,2149
Forest Hills,Queens,2019,2139
Forest Hills,Queens,2019,2175
Forest Hills,Queens,2020,2122
Forest Hills,Queens,2020,2150
Forest Hills,Queens,2020,2100
Forest Hills,Queens,2020,2100
Forest Hills,Queens,2020,2090
Forest Hills,Queens,2020,2000
Forest Hills,Queens,2020,2000
Forest Hills,Queens,2020,2000
Forest Hills,Queens,2020,2000
Forest Hills,Queens,2020,2000
Forest Hills,Queens,2020,2000
Forest Hills,Queens,2020,1995
Forest Hills,Queens,2021,1995
Forest Hills,Queens,2021,1995
Forest Hills,Queens,2021,1958
Forest Hills,Queens,2021,1950
Forest Hills,Queens,2021,1995
Forest Hills,Queens,2021,1995
Forest Hills,Queens,2021,1975
Forest Hills,Queens,2021,1995
Forest Hills,Queens,2021,2095
Forest Hills,Queens,2021,2150
Forest Hills,Queens,2021,2100
Forest Hills,Queens,2021,2100
Forest Hills,Queens,2022,2195
Forest Hills,Queens,2022,2198
Forest Hills,Queens,2022,2150
Forest Hills,Queens,2022,2250
Forest Hills,Queens,2022,2500
Forest Hills,Queens,2022,2338
Forest Hills,Queens,2022,2450
Forest Hills,Queens,2022,2500
Forest Hills,Queens,2022,2499
Forest Hills,Queens,2022,2350
Forest Hills,Queens,2022,2400
Forest Hills,Queens,2022,2403
Fort Greene,Brooklyn,2010,2470
Fort Greene,Brooklyn,2010,2200
Fort Greene,Brooklyn,2010,2200
Fort Greene,Brooklyn,2010,2200
Fort Greene,Brooklyn,2010,2225
Fort Greene,Brooklyn,2010,2373
Fort Greene,Brooklyn,2010,2400
Fort Greene,Brooklyn,2010,2400
Fort Greene,Brooklyn,2010,2400
Fort Greene,Brooklyn,2010,2425
Fort Greene,Brooklyn,2010,2400
Fort Greene,Brooklyn,2010,2425
Fort Greene,Brooklyn,2011,2400
Fort Greene,Brooklyn,2011,2500
Fort Greene,Brooklyn,2011,2500
Fort Greene,Brooklyn,2011,2500
Fort Greene,Brooklyn,2011,2500
Fort Greene,Brooklyn,2011,2625
Fort Greene,Brooklyn,2011,2500
Fort Greene,Brooklyn,2011,2600
Fort Greene,Brooklyn,2011,2600
Fort Greene,Brooklyn,2011,2550
Fort Greene,Brooklyn,2011,2500
Fort Greene,Brooklyn,2011,2500
Fort Greene,Brooklyn,2012,2500
Fort Greene,Brooklyn,2012,2550
Fort Greene,Brooklyn,2012,2600
Fort Greene,Brooklyn,2012,2758
Fort Greene,Brooklyn,2012,2700
Fort Greene,Brooklyn,2012,2500
Fort Greene,Brooklyn,2012,2650
Fort Greene,Brooklyn,2012,2700
Fort Greene,Brooklyn,2012,2575
Fort Greene,Brooklyn,2012,2550
Fort Greene,Brooklyn,2012,2625
Fort Greene,Brooklyn,2012,2750
Fort Greene,Brooklyn,2013,2600
Fort Greene,Brooklyn,2013,2900
Fort Greene,Brooklyn,2013,2900
Fort Greene,Brooklyn,2013,2800
Fort Greene,Brooklyn,2013,2500
Fort Greene,Brooklyn,2013,2625
Fort Greene,Brooklyn,2013,2750
Fort Greene,Brooklyn,2013,2725
Fort Greene,Brooklyn,2013,2775
Fort Greene,Brooklyn,2013,2700
Fort Greene,Brooklyn,2013,2700
Fort Greene,Brooklyn,2013,2700
Fort Greene,Brooklyn,2014,2750
Fort Greene,Brooklyn,2014,2650
Fort Greene,Brooklyn,2014,2695
Fort Greene,Brooklyn,2014,2695
Fort Greene,Brooklyn,2014,2750
Fort Greene,Brooklyn,2014,2773
Fort Greene,Brooklyn,2014,2750
Fort Greene,Brooklyn,2014,2800
Fort Greene,Brooklyn,2014,2645
Fort Greene,Brooklyn,2014,2650
Fort Greene,Brooklyn,2014,2650
Fort Greene,Brooklyn,2014,2698
Fort Greene,Brooklyn,2015,2700
Fort Greene,Brooklyn,2015,2850
Fort Greene,Brooklyn,2015,2930
Fort Greene,Brooklyn,2015,2950
Fort Greene,Brooklyn,2015,2825
Fort Greene,Brooklyn,2015,2825
Fort Greene,Brooklyn,2015,2895
Fort Greene,Brooklyn,2015,2850
Fort Greene,Brooklyn,2015,2800
Fort Greene,Brooklyn,2015,2770
Fort Greene,Brooklyn,2015,2800
Fort Greene,Brooklyn,2015,2730
Fort Greene,Brooklyn,2016,2700
Fort Greene,Brooklyn,2016,2700
Fort Greene,Brooklyn,2016,2800
Fort Greene,Brooklyn,2016,2700
Fort Greene,Brooklyn,2016,2800
Fort Greene,Brooklyn,2016,2880
Fort Greene,Brooklyn,2016,2900
Fort Greene,Brooklyn,2016,2998
Fort Greene,Brooklyn,2016,2900
Fort Greene,Brooklyn,2016,2819
Fort Greene,Brooklyn,2016,2791
Fort Greene,Brooklyn,2016,2732
Fort Greene,Brooklyn,2017,2750
Fort Greene,Brooklyn,2017,2800
Fort Greene,Brooklyn,2017,2865
Fort Greene,Brooklyn,2017,3000
Fort Greene,Brooklyn,2017,2900
Fort Greene,Brooklyn,2017,2950
Fort Greene,Brooklyn,2017,2900
Fort Greene,Brooklyn,2017,2900
Fort Greene,Brooklyn,2017,2842
Fort Greene,Brooklyn,2017,2750
Fort Greene,Brooklyn,2017,2700
Fort Greene,Brooklyn,2017,2750
Fort Greene,Brooklyn,2018,2700
Fort Greene,Brooklyn,2018,2700
Fort Greene,Brooklyn,2018,2700
Fort Greene,Brooklyn,2018,2800
Fort Greene,Brooklyn,2018,2800
Fort Greene,Brooklyn,2018,2875
Fort Greene,Brooklyn,2018,2973
Fort Greene,Brooklyn,2018,2963
Fort Greene,Brooklyn,2018,2899
Fort Greene,Brooklyn,2018,2850
Fort Greene,Brooklyn,2018,3048
Fort Greene,Brooklyn,2018,2950
Fort Greene,Brooklyn,2019,2800
Fort Greene,Brooklyn,2019,2895
Fort Greene,Brooklyn,2019,3000
Fort Greene,Brooklyn,2019,3300
Fort Greene,Brooklyn,2019,3498
Fort Greene,Brooklyn,2019,3300
Fort Greene,Brooklyn,2019,3375
Fort Greene,Brooklyn,2019,3350
Fort Greene,Brooklyn,2019,3048
Fort Greene,Brooklyn,2019,3094
Fort Greene,Brooklyn,2019,3116
Fort Greene,Brooklyn,2019,3195
Fort Greene,Brooklyn,2020,3250
Fort Greene,Brooklyn,2020,3081
Fort Greene,Brooklyn,2020,3348
Fort Greene,Brooklyn,2020,3200
Fort Greene,Brooklyn,2020,3185
Fort Greene,Brooklyn,2020,2952
Fort Greene,Brooklyn,2020,2900
Fort Greene,Brooklyn,2020,2875
Fort Greene,Brooklyn,2020,2799
Fort Greene,Brooklyn,2020,2820
Fort Greene,Brooklyn,2020,2800
Fort Greene,Brooklyn,2020,2800
Fort Greene,Brooklyn,2021,2754
Fort Greene,Brooklyn,2021,2628
Fort Greene,Brooklyn,2021,2745
Fort Greene,Brooklyn,2021,2699
Fort Greene,Brooklyn,2021,2808
Fort Greene,Brooklyn,2021,2900
Fort Greene,Brooklyn,2021,3154
Fort Greene,Brooklyn,2021,3365
Fort Greene,Brooklyn,2021,3495
Fort Greene,Brooklyn,2021,3438
Fort Greene,Brooklyn,2021,3600
Fort Greene,Brooklyn,2021,3610
Fort Greene,Brooklyn,2022,3448
Fort Greene,Brooklyn,2022,3484
Fort Greene,Brooklyn,2022,3600
Fort Greene,Brooklyn,2022,3866
Fort Greene,Brooklyn,2022,3825
Fort Greene,Brooklyn,2022,3895
Fort Greene,Brooklyn,2022,4000
Fort Greene,Brooklyn,2022,4000
Fort Greene,Brooklyn,2022,3754
Fort Greene,Brooklyn,2022,3900
Fort Greene,Brooklyn,2022,4080
Fort Greene,Brooklyn,2022,3800
Gramercy Park,Manhattan,2010,3100
Fort Greene,Brooklyn,2010,3000
Fort Greene,Brooklyn,2010,2995
Fort Greene,Brooklyn,2010,3100
Fort Greene,Brooklyn,2010,2995
Fort Greene,Brooklyn,2010,2950
Fort Greene,Brooklyn,2010,2900
Fort Greene,Brooklyn,2010,3100
Fort Greene,Brooklyn,2010,3200
Fort Greene,Brooklyn,2010,3200
Fort Greene,Brooklyn,2010,3450
Fort Greene,Brooklyn,2010,3355
Fort Greene,Brooklyn,2011,3195
Fort Greene,Brooklyn,2011,3200
Fort Greene,Brooklyn,2011,3100
Fort Greene,Brooklyn,2011,3000
Fort Greene,Brooklyn,2011,3050
Fort Greene,Brooklyn,2011,3099
Fort Greene,Brooklyn,2011,2950
Fort Greene,Brooklyn,2011,2995
Fort Greene,Brooklyn,2011,3450
Fort Greene,Brooklyn,2011,3548
Fort Greene,Brooklyn,2011,3500
Fort Greene,Brooklyn,2011,3398
Fort Greene,Brooklyn,2012,3495
Fort Greene,Brooklyn,2012,3250
Fort Greene,Brooklyn,2012,3250
Fort Greene,Brooklyn,2012,3200
Fort Greene,Brooklyn,2012,3395
Fort Greene,Brooklyn,2012,3300
Fort Greene,Brooklyn,2012,3273
Fort Greene,Brooklyn,2012,3300
Fort Greene,Brooklyn,2012,3425
Fort Greene,Brooklyn,2012,3500
Fort Greene,Brooklyn,2012,3500
Fort Greene,Brooklyn,2012,3500
Fort Greene,Brooklyn,2013,3295
Fort Greene,Brooklyn,2013,3395
Fort Greene,Brooklyn,2013,3500
Fort Greene,Brooklyn,2013,3363
Fort Greene,Brooklyn,2013,3498
Fort Greene,Brooklyn,2013,3250
Fort Greene,Brooklyn,2013,3395
Fort Greene,Brooklyn,2013,3495
Fort Greene,Brooklyn,2013,3500
Fort Greene,Brooklyn,2013,3400
Fort Greene,Brooklyn,2013,3500
Fort Greene,Brooklyn,2013,3500
Fort Greene,Brooklyn,2014,3495
Fort Greene,Brooklyn,2014,3300
Fort Greene,Brooklyn,2014,3385
Fort Greene,Brooklyn,2014,3400
Fort Greene,Brooklyn,2014,3355
Fort Greene,Brooklyn,2014,3300
Fort Greene,Brooklyn,2014,3300
Fort Greene,Brooklyn,2014,3350
Fort Greene,Brooklyn,2014,3350
Fort Greene,Brooklyn,2014,3250
Fort Greene,Brooklyn,2014,3395
Fort Greene,Brooklyn,2014,3498
Fort Greene,Brooklyn,2015,3550
Fort Greene,Brooklyn,2015,3500
Fort Greene,Brooklyn,2015,3300
Fort Greene,Brooklyn,2015,3500
Fort Greene,Brooklyn,2015,3500
Fort Greene,Brooklyn,2015,3500
Fort Greene,Brooklyn,2015,3500
Fort Greene,Brooklyn,2015,3595
Fort Greene,Brooklyn,2015,3750
Fort Greene,Brooklyn,2015,3500
Fort Greene,Brooklyn,2015,3500
Fort Greene,Brooklyn,2015,3625
Fort Greene,Brooklyn,2016,3693
Fort Greene,Brooklyn,2016,3690
Fort Greene,Brooklyn,2016,3650
Fort Greene,Brooklyn,2016,3695
Fort Greene,Brooklyn,2016,3800
Fort Greene,Brooklyn,2016,3650
Fort Greene,Brooklyn,2016,3600
Fort Greene,Brooklyn,2016,3597
Fort Greene,Brooklyn,2016,3500
Fort Greene,Brooklyn,2016,3300
Fort Greene,Brooklyn,2016,3299
Fort Greene,Brooklyn,2016,3390
Fort Greene,Brooklyn,2017,3460
Fort Greene,Brooklyn,2017,3500
Fort Greene,Brooklyn,2017,3500
Fort Greene,Brooklyn,2017,3595
Fort Greene,Brooklyn,2017,3600
Fort Greene,Brooklyn,2017,3500
Fort Greene,Brooklyn,2017,3495
Fort Greene,Brooklyn,2017,3490
Fort Greene,Brooklyn,2017,3495
Fort Greene,Brooklyn,2017,3300
Fort Greene,Brooklyn,2017,3200
Fort Greene,Brooklyn,2017,3300
Fort Greene,Brooklyn,2018,3450
Fort Greene,Brooklyn,2018,3500
Fort Greene,Brooklyn,2018,3513
Fort Greene,Brooklyn,2018,3475
Fort Greene,Brooklyn,2018,3795
Fort Greene,Brooklyn,2018,3500
Fort Greene,Brooklyn,2018,3590
Fort Greene,Brooklyn,2018,3580
Fort Greene,Brooklyn,2018,3700
Fort Greene,Brooklyn,2018,3500
Fort Greene,Brooklyn,2018,3550
Fort Greene,Brooklyn,2018,3600
Fort Greene,Brooklyn,2019,3513
Fort Greene,Brooklyn,2019,3750
Fort Greene,Brooklyn,2019,3800
Fort Greene,Brooklyn,2019,3795
Fort Greene,Brooklyn,2019,3998
Fort Greene,Brooklyn,2019,4195
Fort Greene,Brooklyn,2019,4295
Fort Greene,Brooklyn,2019,4100
Fort Greene,Brooklyn,2019,4129
Fort Greene,Brooklyn,2019,3800
Fort Greene,Brooklyn,2019,3800
Fort Greene,Brooklyn,2019,3900
Fort Greene,Brooklyn,2020,3995
Fort Greene,Brooklyn,2020,3795
Fort Greene,Brooklyn,2020,3800
Fort Greene,Brooklyn,2020,3500
Fort Greene,Brooklyn,2020,3475
Fort Greene,Brooklyn,2020,3500
Fort Greene,Brooklyn,2020,3395
Fort Greene,Brooklyn,2020,3299
Fort Greene,Brooklyn,2020,3228
Fort Greene,Brooklyn,2020,3163
Fort Greene,Brooklyn,2020,3100
Fort Greene,Brooklyn,2020,3100
Fort Greene,Brooklyn,2021,3000
Fort Greene,Brooklyn,2021,2900
Fort Greene,Brooklyn,2021,2895
Fort Greene,Brooklyn,2021,2950
Fort Greene,Brooklyn,2021,2950
Fort Greene,Brooklyn,2021,3100
Fort Greene,Brooklyn,2021,3375
Fort Greene,Brooklyn,2021,3473
Fort Greene,Brooklyn,2021,3800
Fort Greene,Brooklyn,2021,4000
Fort Greene,Brooklyn,2021,3963
Fort Greene,Brooklyn,2021,4445
Fort Greene,Brooklyn,2022,4600
Fort Greene,Brooklyn,2022,4373
Fort Greene,Brooklyn,2022,4500
Fort Greene,Brooklyn,2022,4500
Fort Greene,Brooklyn,2022,4395
Fort Greene,Brooklyn,2022,4500
Fort Greene,Brooklyn,2022,4590
Fort Greene,Brooklyn,2022,4490
Fort Greene,Brooklyn,2022,4600
Fort Greene,Brooklyn,2022,4500
Fort Greene,Brooklyn,2022,4395
Fort Greene,Brooklyn,2022,4500
Greenpoint,Brooklyn,2010,2300
Greenpoint,Brooklyn,2010,2225
Greenpoint,Brooklyn,2010,2350
Greenpoint,Brooklyn,2010,2300
Greenpoint,Brooklyn,2010,2300
Greenpoint,Brooklyn,2010,2250
Greenpoint,Brooklyn,2010,2400
Greenpoint,Brooklyn,2010,2500
Greenpoint,Brooklyn,2010,2575
Greenpoint,Brooklyn,2010,2700
Greenpoint,Brooklyn,2010,2600
Greenpoint,Brooklyn,2010,2500
Greenpoint,Brooklyn,2011,1950
Greenpoint,Brooklyn,2011,2200
Greenpoint,Brooklyn,2011,2300
Greenpoint,Brooklyn,2011,2425
Greenpoint,Brooklyn,2011,2500
Greenpoint,Brooklyn,2011,2500
Greenpoint,Brooklyn,2011,2375
Greenpoint,Brooklyn,2011,2400
Greenpoint,Brooklyn,2011,2300
Greenpoint,Brooklyn,2011,2495
Greenpoint,Brooklyn,2011,2325
Greenpoint,Brooklyn,2011,2500
Greenpoint,Brooklyn,2012,2300
Greenpoint,Brooklyn,2012,2300
Greenpoint,Brooklyn,2012,2300
Greenpoint,Brooklyn,2012,2600
Greenpoint,Brooklyn,2012,2600
Greenpoint,Brooklyn,2012,2500
Greenpoint,Brooklyn,2012,2500
Greenpoint,Brooklyn,2012,2700
Greenpoint,Brooklyn,2012,2500
Greenpoint,Brooklyn,2012,2650
Greenpoint,Brooklyn,2012,2650
Greenpoint,Brooklyn,2012,2700
Greenpoint,Brooklyn,2013,2500
Greenpoint,Brooklyn,2013,2650
Greenpoint,Brooklyn,2013,2500
Greenpoint,Brooklyn,2013,2650
Greenpoint,Brooklyn,2013,2698
Greenpoint,Brooklyn,2013,2798
Greenpoint,Brooklyn,2013,2750
Greenpoint,Brooklyn,2013,2800
Greenpoint,Brooklyn,2013,2750
Greenpoint,Brooklyn,2013,2950
Greenpoint,Brooklyn,2013,2760
Greenpoint,Brooklyn,2013,2695
Greenpoint,Brooklyn,2014,2800
Greenpoint,Brooklyn,2014,2900
Greenpoint,Brooklyn,2014,2750
Greenpoint,Brooklyn,2014,2850
Greenpoint,Brooklyn,2014,3000
Greenpoint,Brooklyn,2014,3000
Greenpoint,Brooklyn,2014,2850
Greenpoint,Brooklyn,2014,2850
Greenpoint,Brooklyn,2014,2800
Greenpoint,Brooklyn,2014,2800
Greenpoint,Brooklyn,2014,2700
Greenpoint,Brooklyn,2014,2597
Greenpoint,Brooklyn,2015,2500
Greenpoint,Brooklyn,2015,2500
Greenpoint,Brooklyn,2015,2575
Greenpoint,Brooklyn,2015,2700
Greenpoint,Brooklyn,2015,2650
Greenpoint,Brooklyn,2015,2600
Greenpoint,Brooklyn,2015,2800
Greenpoint,Brooklyn,2015,2850
Greenpoint,Brooklyn,2015,2850
Greenpoint,Brooklyn,2015,2800
Greenpoint,Brooklyn,2015,2700
Greenpoint,Brooklyn,2015,2700
Greenpoint,Brooklyn,2016,2700
Greenpoint,Brooklyn,2016,2695
Greenpoint,Brooklyn,2016,2750
Greenpoint,Brooklyn,2016,2838
Greenpoint,Brooklyn,2016,2800
Greenpoint,Brooklyn,2016,2800
Greenpoint,Brooklyn,2016,2850
Greenpoint,Brooklyn,2016,2900
Greenpoint,Brooklyn,2016,2850
Greenpoint,Brooklyn,2016,2813
Greenpoint,Brooklyn,2016,2850
Greenpoint,Brooklyn,2016,2800
Greenpoint,Brooklyn,2017,2800
Greenpoint,Brooklyn,2017,2800
Greenpoint,Brooklyn,2017,2750
Greenpoint,Brooklyn,2017,2750
Greenpoint,Brooklyn,2017,2795
Greenpoint,Brooklyn,2017,2900
Greenpoint,Brooklyn,2017,2900
Greenpoint,Brooklyn,2017,2795
Greenpoint,Brooklyn,2017,2850
Greenpoint,Brooklyn,2017,2703
Greenpoint,Brooklyn,2017,2700
Greenpoint,Brooklyn,2017,2595
Greenpoint,Brooklyn,2018,2600
Greenpoint,Brooklyn,2018,2595
Greenpoint,Brooklyn,2018,2700
Greenpoint,Brooklyn,2018,2750
Greenpoint,Brooklyn,2018,2763
Greenpoint,Brooklyn,2018,2995
Greenpoint,Brooklyn,2018,3000
Greenpoint,Brooklyn,2018,2950
Greenpoint,Brooklyn,2018,2897
Greenpoint,Brooklyn,2018,2800
Greenpoint,Brooklyn,2018,2785
Greenpoint,Brooklyn,2018,2800
Greenpoint,Brooklyn,2019,2847
Greenpoint,Brooklyn,2019,2799
Greenpoint,Brooklyn,2019,2750
Greenpoint,Brooklyn,2019,2850
Greenpoint,Brooklyn,2019,3135
Greenpoint,Brooklyn,2019,3100
Greenpoint,Brooklyn,2019,3200
Greenpoint,Brooklyn,2019,3320
Greenpoint,Brooklyn,2019,3300
Greenpoint,Brooklyn,2019,3100
Greenpoint,Brooklyn,2019,2999
Greenpoint,Brooklyn,2019,2975
Greenpoint,Brooklyn,2020,3151
Greenpoint,Brooklyn,2020,3300
Greenpoint,Brooklyn,2020,3235
Greenpoint,Brooklyn,2020,3125
Greenpoint,Brooklyn,2020,3100
Greenpoint,Brooklyn,2020,3000
Greenpoint,Brooklyn,2020,2916
Greenpoint,Brooklyn,2020,2995
Greenpoint,Brooklyn,2020,2825
Greenpoint,Brooklyn,2020,2700
Greenpoint,Brooklyn,2020,2750
Greenpoint,Brooklyn,2020,2700
Greenpoint,Brooklyn,2021,2650
Greenpoint,Brooklyn,2021,2799
Greenpoint,Brooklyn,2021,2750
Greenpoint,Brooklyn,2021,2850
Greenpoint,Brooklyn,2021,2850
Greenpoint,Brooklyn,2021,3000
Greenpoint,Brooklyn,2021,3398
Greenpoint,Brooklyn,2021,3400
Greenpoint,Brooklyn,2021,3400
Greenpoint,Brooklyn,2021,3400
Greenpoint,Brooklyn,2021,3400
Greenpoint,Brooklyn,2021,3500
Greenpoint,Brooklyn,2022,3593
Greenpoint,Brooklyn,2022,3600
Greenpoint,Brooklyn,2022,3800
Greenpoint,Brooklyn,2022,3800
Greenpoint,Brooklyn,2022,4000
Greenpoint,Brooklyn,2022,4250
Greenpoint,Brooklyn,2022,4285
Greenpoint,Brooklyn,2022,4200
Greenpoint,Brooklyn,2022,4200
Greenpoint,Brooklyn,2022,4300
Greenpoint,Brooklyn,2022,4100
Greenpoint,Brooklyn,2022,4180
Greenwich Village,Manhattan,2010,3200
Greenwich Village,Manhattan,2010,3200
Greenwich Village,Manhattan,2010,2979
Greenwich Village,Manhattan,2010,3000
Greenwich Village,Manhattan,2010,3000
Greenwich Village,Manhattan,2010,3000
Greenwich Village,Manhattan,2010,3000
Greenwich Village,Manhattan,2010,3000
Greenwich Village,Manhattan,2010,3650
Greenwich Village,Manhattan,2010,3800
Greenwich Village,Manhattan,2010,3700
Greenwich Village,Manhattan,2010,3563
Greenwich Village,Manhattan,2011,3400
Greenwich Village,Manhattan,2011,3500
Greenwich Village,Manhattan,2011,3250
Greenwich Village,Manhattan,2011,3250
Greenwich Village,Manhattan,2011,3300
Greenwich Village,Manhattan,2011,3200
Greenwich Village,Manhattan,2011,3000
Greenwich Village,Manhattan,2011,3600
Greenwich Village,Manhattan,2011,3938
Greenwich Village,Manhattan,2011,3950
Greenwich Village,Manhattan,2011,3973
Greenwich Village,Manhattan,2011,3950
Greenwich Village,Manhattan,2012,3695
Greenwich Village,Manhattan,2012,3650
Greenwich Village,Manhattan,2012,3700
Greenwich Village,Manhattan,2012,3750
Greenwich Village,Manhattan,2012,3573
Greenwich Village,Manhattan,2012,3495
Greenwich Village,Manhattan,2012,3575
Greenwich Village,Manhattan,2012,3700
Greenwich Village,Manhattan,2012,3950
Greenwich Village,Manhattan,2012,3750
