City,Borough,Year,RentPrice
Bedford-Stuyvesant,Brooklyn,2015,2350
Bedford-Stuyvesant,Brooklyn,2015,2375
Bedford-Stuyvesant,Brooklyn,2015,2400
Bedford-Stuyvesant,Brooklyn,2015,2400
Bedford-Stuyvesant,Brooklyn,2015,2455
Bedford-Stuyvesant,Brooklyn,2015,2400
Bedford-Stuyvesant,Brooklyn,2015,2350
Bedford-Stuyvesant,Brooklyn,2015,2350
Bedford-Stuyvesant,Brooklyn,2015,2300
Bedford-Stuyvesant,Brooklyn,2016,2350
Bedford-Stuyvesant,Brooklyn,2016,2350
Bedford-Stuyvesant,Brooklyn,2016,2350
Bedford-Stuyvesant,Brooklyn,2016,2400
Bedford-Stuyvesant,Brooklyn,2016,2450
Bedford-Stuyvesant,Brooklyn,2016,2475
Bedford-Stuyvesant,Brooklyn,2016,2497
Bedford-Stuyvesant,Brooklyn,2016,2496
Bedford-Stuyvesant,Brooklyn,2016,2453
Bedford-Stuyvesant,Brooklyn,2016,2450
Bedford-Stuyvesant,Brooklyn,2016,2400
Bedford-Stuyvesant,Brooklyn,2016,2400
Bedford-Stuyvesant,Brooklyn,2017,2400
Bedford-Stuyvesant,Brooklyn,2017,2350
Bedford-Stuyvesant,Brooklyn,2017,2345
Bedford-Stuyvesant,Brooklyn,2017,2395
Bedford-Stuyvesant,Brooklyn,2017,2400
Bedford-Stuyvesant,Brooklyn,2017,2475
Bedford-Stuyvesant,Brooklyn,2017,2475
Bedford-Stuyvesant,Brooklyn,2017,2475
Bedford-Stuyvesant,Brooklyn,2017,2450
Bedford-Stuyvesant,Brooklyn,2017,2400
Bedford-Stuyvesant,Brooklyn,2017,2400
Bedford-Stuyvesant,Brooklyn,2017,2350
Bedford-Stuyvesant,Brooklyn,2018,2350
Bedford-Stuyvesant,Brooklyn,2018,2300
Bedford-Stuyvesant,Brooklyn,2018,2395
Bedford-Stuyvesant,Brooklyn,2018,2450
Bedford-Stuyvesant,Brooklyn,2018,2500
Bedford-Stuyvesant,Brooklyn,2018,2500
Bedford-Stuyvesant,Brooklyn,2018,2567
Bedford-Stuyvesant,Brooklyn,2018,2585
Bedford-Stuyvesant,Brooklyn,2018,2550
Bedford-Stuyvesant,Brooklyn,2018,2500
Bedford-Stuyvesant,Brooklyn,2018,2485
Bedford-Stuyvesant,Brooklyn,2018,2475
Bedford-Stuyvesant,Brooklyn,2019,2429
Bedford-Stuyvesant,Brooklyn,2019,2450
Bedford-Stuyvesant,Brooklyn,2019,2500
Bedford-Stuyvesant,Brooklyn,2019,2500
Bedford-Stuyvesant,Brooklyn,2019,2550
Bedford-Stuyvesant,Brooklyn,2019,2520
Bedford-Stuyvesant,Brooklyn,2019,2599
Bedford-Stuyvesant,Brooklyn,2019,2600
Bedford-Stuyvesant,Brooklyn,2019,2600
Bedford-Stuyvesant,Brooklyn,2019,2650
Bedford-Stuyvesant,Brooklyn,2019,2620
Bedford-Stuyvesant,Brooklyn,2019,2543
Bedford-Stuyvesant,Brooklyn,2020,2580
Bedford-Stuyvesant,Brooklyn,2020,2537
Bedford-Stuyvesant,Brooklyn,2020,2537
Bedford-Stuyvesant,Brooklyn,2020,2537
Bedford-Stuyvesant,Brooklyn,2020,2550
Bedford-Stuyvesant,Brooklyn,2020,2550
Bedford-Stuyvesant,Brooklyn,2020,2500
Bedford-Stuyvesant,Brooklyn,2020,2500
Bedford-Stuyvesant,Brooklyn,2020,2400
Bedford-Stuyvesant,Brooklyn,2020,2300
Bedford-Stuyvesant,Brooklyn,2020,2300
Bedford-Stuyvesant,Brooklyn,2020,2250
Bedford-Stuyvesant,Brooklyn,2021,2250
Bedford-Stuyvesant,Brooklyn,2021,2250
Bedford-Stuyvesant,Brooklyn,2021,2261
Bedford-Stuyvesant,Brooklyn,2021,2300
Bedford-Stuyvesant,Brooklyn,2021,2381
Bedford-Stuyvesant,Brooklyn,2021,2475
Bedford-Stuyvesant,Brooklyn,2021,2599
Bedford-Stuyvesant,Brooklyn,2021,2650
Bedford-Stuyvesant,Brooklyn,2021,2700
Bedford-Stuyvesant,Brooklyn,2021,2700
Bedford-Stuyvesant,Brooklyn,2021,2750
Bedford-Stuyvesant,Brooklyn,2021,2800
Bedford-Stuyvesant,Brooklyn,2022,2894
Bedford-Stuyvesant,Brooklyn,2022,2897
Bedford-Stuyvesant,Brooklyn,2022,2850
Bedford-Stuyvesant,Brooklyn,2022,2875
Bedford-Stuyvesant,Brooklyn,2022,3000
Bedford-Stuyvesant,Brooklyn,2022,3050
Bedford-Stuyvesant,Brooklyn,2022,3200
Bedford-Stuyvesant,Brooklyn,2022,3200
Bedford-Stuyvesant,Brooklyn,2022,3150
Bedford-Stuyvesant,Brooklyn,2022,3100
Bedford-Stuyvesant,Brooklyn,2022,3000
Bedford-Stuyvesant,Brooklyn,2022,2995
Boerum Hill,Brooklyn,2010,2600
Boerum Hill,Brooklyn,2010,2700
Boerum Hill,Brooklyn,2010,2600
Boerum Hill,Brooklyn,2010,2500
Boerum Hill,Brooklyn,2010,2500
Boerum Hill,Brooklyn,2010,2463
Boerum Hill,Brooklyn,2010,2475
Boerum Hill,Brooklyn,2010,2500
Boerum Hill,Brooklyn,2010,2850
Boerum Hill,Brooklyn,2010,2725
Boerum Hill,Brooklyn,2010,2775
Boerum Hill,Brooklyn,2010,2675
Boerum Hill,Brooklyn,2011,2638
Boerum Hill,Brooklyn,2011,3000
Boerum Hill,Brooklyn,2011,3125
Boerum Hill,Brooklyn,2011,3125
Boerum Hill,Brooklyn,2011,3695
Boerum Hill,Brooklyn,2011,2900
Boerum Hill,Brooklyn,2011,2800
Boerum Hill,Brooklyn,2011,2800
Boerum Hill,Brooklyn,2011,2500
Boerum Hill,Brooklyn,2011,2998
Boerum Hill,Brooklyn,2011,3000
Boerum Hill,Brooklyn,2011,3800
Boerum Hill,Brooklyn,2012,3525
Boerum Hill,Brooklyn,2012,3500
Boerum Hill,Brooklyn,2012,3000
Boerum Hill,Brooklyn,2012,3263
Boerum Hill,Brooklyn,2012,2675
Boerum Hill,Brooklyn,2012,2850
Boerum Hill,Brooklyn,2012,3048
Boerum Hill,Brooklyn,2012,3100
Boerum Hill,Brooklyn,2012,3275
Boerum Hill,Brooklyn,2012,3075
Boerum Hill,Brooklyn,2012,3000
Boerum Hill,Brooklyn,2012,3200
Boerum Hill,Brooklyn,2013,3100
Boerum Hill,Brooklyn,2013,3000
Boerum Hill,Brooklyn,2013,3000
Boerum Hill,Brooklyn,2013,3200
Boerum Hill,Brooklyn,2013,3300
Boerum Hill,Brooklyn,2013,3275
Boerum Hill,Brooklyn,2013,3200
Boerum Hill,Brooklyn,2013,3500
Boerum Hill,Brooklyn,2013,4150
Boerum Hill,Brooklyn,2013,3600
Boerum Hill,Brooklyn,2013,3050
Boerum Hill,Brooklyn,2013,3000
Boerum Hill,Brooklyn,2014,3075
Boerum Hill,Brooklyn,2014,3300
Boerum Hill,Brooklyn,2014,3300
Boerum Hill,Brooklyn,2014,3400
Boerum Hill,Brooklyn,2014,3000
Boerum Hill,Brooklyn,2014,3038
Boerum Hill,Brooklyn,2014,3046
Boerum Hill,Brooklyn,2014,3023
Boerum Hill,Brooklyn,2014,3000
Boerum Hill,Brooklyn,2014,3000
Boerum Hill,Brooklyn,2014,2900
Boerum Hill,Brooklyn,2014,2875
Boerum Hill,Brooklyn,2015,2800
Boerum Hill,Brooklyn,2015,2900
Boerum Hill,Brooklyn,2015,3100
Boerum Hill,Brooklyn,2015,2800
Boerum Hill,Brooklyn,2015,2800
Boerum Hill,Brooklyn,2015,2975
Boerum Hill,Brooklyn,2015,2900
Boerum Hill,Brooklyn,2015,2850
Boerum Hill,Brooklyn,2015,2975
Boerum Hill,Brooklyn,2015,2900
Boerum Hill,Brooklyn,2015,2850
Boerum Hill,Brooklyn,2015,2775
Boerum Hill,Brooklyn,2016,2800
Boerum Hill,Brooklyn,2016,2950
Boerum Hill,Brooklyn,2016,3050
Boerum Hill,Brooklyn,2016,3400
Boerum Hill,Brooklyn,2016,3500
Boerum Hill,Brooklyn,2016,3300
Boerum Hill,Brooklyn,2016,3200
Boerum Hill,Brooklyn,2016,2975
Boerum Hill,Brooklyn,2016,2875
Boerum Hill,Brooklyn,2016,2800
Boerum Hill,Brooklyn,2016,2821
Boerum Hill,Brooklyn,2016,2900
Boerum Hill,Brooklyn,2017,2987
Boerum Hill,Brooklyn,2017,3092
Boerum Hill,Brooklyn,2017,2995
Boerum Hill,Brooklyn,2017,2995
Boerum Hill,Brooklyn,2017,3102
Boerum Hill,Brooklyn,2017,3000
Boerum Hill,Brooklyn,2017,3200
Boerum Hill,Brooklyn,2017,3250
Boerum Hill,Brooklyn,2017,3300
Boerum Hill,Brooklyn,2017,3162
Boerum Hill,Brooklyn,2017,3000
Boerum Hill,Brooklyn,2017,3175
Boerum Hill,Brooklyn,2018,3000
Boerum Hill,Brooklyn,2018,3000
Boerum Hill,Brooklyn,2018,3000
Boerum Hill,Brooklyn,2018,2998
Boerum Hill,Brooklyn,2018,3400
Boerum Hill,Brooklyn,2018,3257
Boerum Hill,Brooklyn,2018,3250
Boerum Hill,Brooklyn,2018,3200
Boerum Hill,Brooklyn,2018,3200
Boerum Hill,Brooklyn,2018,3275
Boerum Hill,Brooklyn,2018,3490
Boerum Hill,Brooklyn,2018,3100
Boerum Hill,Brooklyn,2019,3000
Boerum Hill,Brooklyn,2019,2950
Boerum Hill,Brooklyn,2019,2950
Boerum Hill,Brooklyn,2019,3300
Boerum Hill,Brooklyn,2019,3384
Boerum Hill,Brooklyn,2019,3388
Boerum Hill,Brooklyn,2019,3395
Boerum Hill,Brooklyn,2019,3500
Boerum Hill,Brooklyn,2019,3300
Boerum Hill,Brooklyn,2019,3412
Boerum Hill,Brooklyn,2019,3400
Boerum Hill,Brooklyn,2019,3300
Boerum Hill,Brooklyn,2020,3399
Boerum Hill,Brooklyn,2020,3400
Boerum Hill,Brooklyn,2020,3300
Boerum Hill,Brooklyn,2020,3400
Boerum Hill,Brooklyn,2020,3450
Boerum Hill,Brooklyn,2020,3299
Boerum Hill,Brooklyn,2020,3188
Boerum Hill,Brooklyn,2020,3163
Boerum Hill,Brooklyn,2020,3000
Boerum Hill,Brooklyn,2020,2850
Boerum Hill,Brooklyn,2020,2799
Boerum Hill,Brooklyn,2020,2700
Boerum Hill,Brooklyn,2021,2600
Boerum Hill,Brooklyn,2021,2675
Boerum Hill,Brooklyn,2021,2700
Boerum Hill,Brooklyn,2021,2786
Boerum Hill,Brooklyn,2021,2800
Boerum Hill,Brooklyn,2021,2850
Boerum Hill,Brooklyn,2021,2948
Boerum Hill,Brooklyn,2021,2850
Boerum Hill,Brooklyn,2021,2800
Boerum Hill,Brooklyn,2021,3000
Boerum Hill,Brooklyn,2021,3000
Boerum Hill,Brooklyn,2021,3600
Boerum Hill,Brooklyn,2022,3600
Boerum Hill,Brooklyn,2022,3250
Boerum Hill,Brooklyn,2022,3500
Boerum Hill,Brooklyn,2022,3600
Boerum Hill,Brooklyn,2022,4000
Boerum Hill,Brooklyn,2022,4419
Boerum Hill,Brooklyn,2022,4150
Boerum Hill,Brooklyn,2022,3700
Boerum Hill,Brooklyn,2022,3700
Boerum Hill,Brooklyn,2022,3800
Boerum Hill,Brooklyn,2022,3695
Boerum Hill,Brooklyn,2022,4499
Brooklyn Heights,Brooklyn,2010,2350
Brooklyn Heights,Brooklyn,2010,2300
Brooklyn Heights,Brooklyn,2010,2400
Brooklyn Heights,Brooklyn,2010,2200
Brooklyn Heights,Brooklyn,2010,2400
Brooklyn Heights,Brooklyn,2010,2250
Brooklyn Heights,Brooklyn,2010,2600
Brooklyn Heights,Brooklyn,2010,2900
Brooklyn Heights,Brooklyn,2010,3200
Brooklyn Heights,Brooklyn,2010,3400
Brooklyn Heights,Brooklyn,2010,2621
Brooklyn Heights,Brooklyn,2010,2633
Brooklyn Heights,Brooklyn,2011,2600
Brooklyn Heights,Brooklyn,2011,3050
Brooklyn Heights,Brooklyn,2011,3200
Brooklyn Heights,Brooklyn,2011,3150
Brooklyn Heights,Brooklyn,2011,2450
Brooklyn Heights,Brooklyn,2011,2825
Brooklyn Heights,Brooklyn,2011,2900
Brooklyn Heights,Brooklyn,2011,3000
Brooklyn Heights,Brooklyn,2011,3000
Brooklyn Heights,Brooklyn,2011,2975
Brooklyn Heights,Brooklyn,2011,2875
Brooklyn Heights,Brooklyn,2011,2700
Brooklyn Heights,Brooklyn,2012,2750
Brooklyn Heights,Brooklyn,2012,2700
Brooklyn Heights,Brooklyn,2012,2700
Brooklyn Heights,Brooklyn,2012,2500
Brooklyn Heights,Brooklyn,2012,2925
Brooklyn Heights,Brooklyn,2012,3150
Brooklyn Heights,Brooklyn,2012,3325
Brooklyn Heights,Brooklyn,2012,3500
Brooklyn Heights,Brooklyn,2012,3200
Brooklyn Heights,Brooklyn,2012,3200
Brooklyn Heights,Brooklyn,2012,2950
Brooklyn Heights,Brooklyn,2012,2738
Brooklyn Heights,Brooklyn,2013,2788
Brooklyn Heights,Brooklyn,2013,3000
Brooklyn Heights,Brooklyn,2013,3273
Brooklyn Heights,Brooklyn,2013,2912
Brooklyn Heights,Brooklyn,2013,3100
Brooklyn Heights,Brooklyn,2013,3092
Brooklyn Heights,Brooklyn,2013,3425
Brooklyn Heights,Brooklyn,2013,3340
Brooklyn Heights,Brooklyn,2013,3308
Brooklyn Heights,Brooklyn,2013,3200
Brooklyn Heights,Brooklyn,2013,3078
Brooklyn Heights,Brooklyn,2013,3020
Brooklyn Heights,Brooklyn,2014,3000
Brooklyn Heights,Brooklyn,2014,2900
Brooklyn Heights,Brooklyn,2014,2985
Brooklyn Heights,Brooklyn,2014,3000
Brooklyn Heights,Brooklyn,2014,3000
Brooklyn Heights,Brooklyn,2014,2800
Brooklyn Heights,Brooklyn,2014,2830
Brooklyn Heights,Brooklyn,2014,3000
Brooklyn Heights,Brooklyn,2014,2875
Brooklyn Heights,Brooklyn,2014,2960
Brooklyn Heights,Brooklyn,2014,3000
Brooklyn Heights,Brooklyn,2014,2853
Brooklyn Heights,Brooklyn,2015,2725
Brooklyn Heights,Brooklyn,2015,2900
Brooklyn Heights,Brooklyn,2015,2970
Brooklyn Heights,Brooklyn,2015,3060
Brooklyn Heights,Brooklyn,2015,2950
Brooklyn Heights,Brooklyn,2015,2973
Brooklyn Heights,Brooklyn,2015,3155
Brooklyn Heights,Brooklyn,2015,3270
Brooklyn Heights,Brooklyn,2015,3155
Brooklyn Heights,Brooklyn,2015,3195
Brooklyn Heights,Brooklyn,2015,3178
Brooklyn Heights,Brooklyn,2015,2858
Brooklyn Heights,Brooklyn,2016,3058
Brooklyn Heights,Brooklyn,2016,3300
Brooklyn Heights,Brooklyn,2016,3195
Brooklyn Heights,Brooklyn,2016,3000
Brooklyn Heights,Brooklyn,2016,3160
Brooklyn Heights,Brooklyn,2016,3150
Brooklyn Heights,Brooklyn,2016,3100
Brooklyn Heights,Brooklyn,2016,3163
Brooklyn Heights,Brooklyn,2016,3300
Brooklyn Heights,Brooklyn,2016,3200
Brooklyn Heights,Brooklyn,2016,3150
Brooklyn Heights,Brooklyn,2016,3400
Brooklyn Heights,Brooklyn,2017,3400
Brooklyn Heights,Brooklyn,2017,3250
Brooklyn Heights,Brooklyn,2017,3200
Brooklyn Heights,Brooklyn,2017,3178
Brooklyn Heights,Brooklyn,2017,3000
Brooklyn Heights,Brooklyn,2017,3100
Brooklyn Heights,Brooklyn,2017,3035
Brooklyn Heights,Brooklyn,2017,2995
Brooklyn Heights,Brooklyn,2017,3000
Brooklyn Heights,Brooklyn,2017,3100
Brooklyn Heights,Brooklyn,2017,3000
Brooklyn Heights,Brooklyn,2017,3100
Brooklyn Heights,Brooklyn,2018,3200
Brooklyn Heights,Brooklyn,2018,3055
Brooklyn Heights,Brooklyn,2018,3000
Brooklyn Heights,Brooklyn,2018,2815
Brooklyn Heights,Brooklyn,2018,2979
Brooklyn Heights,Brooklyn,2018,3100
Brooklyn Heights,Brooklyn,2018,3200
Brooklyn Heights,Brooklyn,2018,3270
Brooklyn Heights,Brooklyn,2018,3450
Brooklyn Heights,Brooklyn,2018,3313
Brooklyn Heights,Brooklyn,2018,3225
Brooklyn Heights,Brooklyn,2018,3250
Brooklyn Heights,Brooklyn,2019,3140
Brooklyn Heights,Brooklyn,2019,3237
Brooklyn Heights,Brooklyn,2019,3500
Brooklyn Heights,Brooklyn,2019,3500
Brooklyn Heights,Brooklyn,2019,3381
Brooklyn Heights,Brooklyn,2019,3505
Brooklyn Heights,Brooklyn,2019,3400
Brooklyn Heights,Brooklyn,2019,3624
Brooklyn Heights,Brooklyn,2019,3636
Brooklyn Heights,Brooklyn,2019,3773
Brooklyn Heights,Brooklyn,2019,3650
Brooklyn Heights,Brooklyn,2019,3634
Brooklyn Heights,Brooklyn,2020,3750
Brooklyn Heights,Brooklyn,2020,3554
Brooklyn Heights,Brooklyn,2020,3526
Brooklyn Heights,Brooklyn,2020,3769
Brooklyn Heights,Brooklyn,2020,3470
Brooklyn Heights,Brooklyn,2020,3200
Brooklyn Heights,Brooklyn,2020,3250
Brooklyn Heights,Brooklyn,2020,2971
Brooklyn Heights,Brooklyn,2020,2977
Brooklyn Heights,Brooklyn,2020,2850
Brooklyn Heights,Brooklyn,2020,2800
Brooklyn Heights,Brooklyn,2020,2833
Brooklyn Heights,Brooklyn,2021,2800
Brooklyn Heights,Brooklyn,2021,2798
Brooklyn Heights,Brooklyn,2021,2700
Brooklyn Heights,Brooklyn,2021,2800
Brooklyn Heights,Brooklyn,2021,2950
Brooklyn Heights,Brooklyn,2021,2924
Brooklyn Heights,Brooklyn,2021,2947
Brooklyn Heights,Brooklyn,2021,3100
Brooklyn Heights,Brooklyn,2021,3500
Brooklyn Heights,Brooklyn,2021,3400
Brooklyn Heights,Brooklyn,2021,3400
Brooklyn Heights,Brooklyn,2021,3750
Brooklyn Heights,Brooklyn,2022,4124
Brooklyn Heights,Brooklyn,2022,3999
Brooklyn Heights,Brooklyn,2022,3737
Brooklyn Heights,Brooklyn,2022,3870
Brooklyn Heights,Brooklyn,2022,4000
Brooklyn Heights,Brooklyn,2022,4035
Brooklyn Heights,Brooklyn,2022,4166
Brooklyn Heights,Brooklyn,2022,4445
Brooklyn Heights,Brooklyn,2022,4863
Brooklyn Heights,Brooklyn,2022,4500
Brooklyn Heights,Brooklyn,2022,4825
Brooklyn Heights,Brooklyn,2022,4588
Bushwick,Brooklyn,2010,1599
Bushwick,Brooklyn,2010,1475
Bushwick,Brooklyn,2010,1500
Bushwick,Brooklyn,2010,1875
Bushwick,Brooklyn,2010,1950
Bushwick,Brooklyn,2010,1525
Bushwick,Brooklyn,2010,1500
Bushwick,Brooklyn,2010,1500
Bushwick,Brooklyn,2010,1500
Bushwick,Brooklyn,2010,1500
Bushwick,Brooklyn,2010,1425
Bushwick,Brooklyn,2010,1500
Bushwick,Brooklyn,2011,1695
Bushwick,Brooklyn,2011,1695
Bushwick,Brooklyn,2011,1695
Bushwick,Brooklyn,2011,1700
Bushwick,Brooklyn,2011,1700
Bushwick,Brooklyn,2011,1600
Bushwick,Brooklyn,2011,1900
Bushwick,Brooklyn,2011,1925
Bushwick,Brooklyn,2011,1500
Bushwick,Brooklyn,2011,1725
Bushwick,Brooklyn,2011,1800
Bushwick,Brooklyn,2011,1775
Bushwick,Brooklyn,2012,1713
Bushwick,Brooklyn,2012,1738
Bushwick,Brooklyn,2012,1800
Bushwick,Brooklyn,2012,1858
Bushwick,Brooklyn,2012,1840
Bushwick,Brooklyn,2012,2000
Bushwick,Brooklyn,2012,2025
Bushwick,Brooklyn,2012,2000
Bushwick,Brooklyn,2012,2150
Bushwick,Brooklyn,2012,2025
Bushwick,Brooklyn,2012,2000
Bushwick,Brooklyn,2012,2099
Bushwick,Brooklyn,2013,2100
Bushwick,Brooklyn,2013,2150
Bushwick,Brooklyn,2013,2200
Bushwick,Brooklyn,2013,2400
Bushwick,Brooklyn,2013,2300
Bushwick,Brooklyn,2013,2100
Bushwick,Brooklyn,2013,2200
Bushwick,Brooklyn,2013,2400
Bushwick,Brooklyn,2013,2400
Bushwick,Brooklyn,2013,2400
Bushwick,Brooklyn,2013,2399
Bushwick,Brooklyn,2013,2325
Bushwick,Brooklyn,2014,2281
Bushwick,Brooklyn,2014,2267
Bushwick,Brooklyn,2014,2317
Bushwick,Brooklyn,2014,2400
Bushwick,Brooklyn,2014,2425
Bushwick,Brooklyn,2014,2499
Bushwick,Brooklyn,2014,2450
Bushwick,Brooklyn,2014,2500
Bushwick,Brooklyn,2014,2500
Bushwick,Brooklyn,2014,2400
Bushwick,Brooklyn,2014,2400
Bushwick,Brooklyn,2014,2385
Bushwick,Brooklyn,2015,2400
Bushwick,Brooklyn,2015,2499
Bushwick,Brooklyn,2015,2500
Bushwick,Brooklyn,2015,2500
Bushwick,Brooklyn,2015,2548
Bushwick,Brooklyn,2015,2550
Bushwick,Brooklyn,2015,2595
Bushwick,Brooklyn,2015,2600
Bushwick,Brooklyn,2015,2650
Bushwick,Brooklyn,2015,2600
Bushwick,Brooklyn,2015,2500
Bushwick,Brooklyn,2015,2495
Bushwick,Brooklyn,2016,2500
Bushwick,Brooklyn,2016,2650
Bushwick,Brooklyn,2016,2600
Bushwick,Brooklyn,2016,2595
Bushwick,Brooklyn,2016,2600
Bushwick,Brooklyn,2016,2658
Bushwick,Brooklyn,2016,2600
Bushwick,Brooklyn,2016,2600
Bushwick,Brooklyn,2016,2600
Bushwick,Brooklyn,2016,2500
Bushwick,Brooklyn,2016,2500
Bushwick,Brooklyn,2016,2484
Bushwick,Brooklyn,2017,2445
Bushwick,Brooklyn,2017,2450
Bushwick,Brooklyn,2017,2499
Bushwick,Brooklyn,2017,2550
Bushwick,Brooklyn,2017,2599
Bushwick,Brooklyn,2017,2600
Bushwick,Brooklyn,2017,2650
Bushwick,Brooklyn,2017,2650
Bushwick,Brooklyn,2017,2600
Bushwick,Brooklyn,2017,2500
Bushwick,Brooklyn,2017,2495
Bushwick,Brooklyn,2017,2450
Bushwick,Brooklyn,2018,2450
Bushwick,Brooklyn,2018,2492
Bushwick,Brooklyn,2018,2499
Bushwick,Brooklyn,2018,2550
Bushwick,Brooklyn,2018,2619
Bushwick,Brooklyn,2018,2695
Bushwick,Brooklyn,2018,2700
Bushwick,Brooklyn,2018,2695
Bushwick,Brooklyn,2018,2600
Bushwick,Brooklyn,2018,2571
Bushwick,Brooklyn,2018,2500
Bushwick,Brooklyn,2018,2468
Bushwick,Brooklyn,2019,2500
Bushwick,Brooklyn,2019,2549
Bushwick,Brooklyn,2019,2590
Bushwick,Brooklyn,2019,2650
Bushwick,Brooklyn,2019,2650
Bushwick,Brooklyn,2019,2625
Bushwick,Brooklyn,2019,2750
Bushwick,Brooklyn,2019,2800
Bushwick,Brooklyn,2019,2799
Bushwick,Brooklyn,2019,2799
Bushwick,Brooklyn,2019,2749
Bushwick,Brooklyn,2019,2650
Bushwick,Brooklyn,2020,2781
Bushwick,Brooklyn,2020,2800
Bushwick,Brooklyn,2020,2750
Bushwick,Brooklyn,2020,2650
Bushwick,Brooklyn,2020,2600
Bushwick,Brooklyn,2020,2571
Bushwick,Brooklyn,2020,2595
Bushwick,Brooklyn,2020,2500
Bushwick,Brooklyn,2020,2475
Bushwick,Brooklyn,2020,2399
Bushwick,Brooklyn,2020,2396
Bushwick,Brooklyn,2020,2350
Bushwick,Brooklyn,2021,2354
Bushwick,Brooklyn,2021,2399
Bushwick,Brooklyn,2021,2399
Bushwick,Brooklyn,2021,2400
Bushwick,Brooklyn,2021,2450
Bushwick,Brooklyn,2021,2500
Bushwick,Brooklyn,2021,2650
Bushwick,Brooklyn,2021,2800
Bushwick,Brooklyn,2021,2805
Bushwick,Brooklyn,2021,2800
Bushwick,Brooklyn,2021,2800
Bushwick,Brooklyn,2021,2800
Bushwick,Brooklyn,2022,2900
Bushwick,Brooklyn,2022,3000
Bushwick,Brooklyn,2022,3050
Bushwick,Brooklyn,2022,3150
Bushwick,Brooklyn,2022,3250
Bushwick,Brooklyn,2022,3300
Bushwick,Brooklyn,2022,3400
Bushwick,Brooklyn,2022,3450
Bushwick,Brooklyn,2022,3400
Bushwick,Brooklyn,2022,3200
Bushwick,Brooklyn,2022,3100
Bushwick,Brooklyn,2022,3099
Carroll Gardens,Brooklyn,2010,2263
Carroll Gardens,Brooklyn,2010,2200
Carroll Gardens,Brooklyn,2010,2238
Carroll Gardens,Brooklyn,2010,2175
Carroll Gardens,Brooklyn,2010,2200
Carroll Gardens,Brooklyn,2010,2200
Carroll Gardens,Brooklyn,2010,2250
Carroll Gardens,Brooklyn,2010,2200
Carroll Gardens,Brooklyn,2010,2250
Carroll Gardens,Brooklyn,2010,2250
Carroll Gardens,Brooklyn,2010,2200
Carroll Gardens,Brooklyn,2010,2250
Carroll Gardens,Brooklyn,2011,2400
Carroll Gardens,Brooklyn,2011,2250
Carroll Gardens,Brooklyn,2011,2250
Carroll Gardens,Brooklyn,2011,2400
Carroll Gardens,Brooklyn,2011,2838
Carroll Gardens,Brooklyn,2011,2675
Carroll Gardens,Brooklyn,2011,2550
Carroll Gardens,Brooklyn,2011,3000
Carroll Gardens,Brooklyn,2011,3500
Carroll Gardens,Brooklyn,2011,2900
Carroll Gardens,Brooklyn,2011,2500
Carroll Gardens,Brooklyn,2011,2600
Carroll Gardens,Brooklyn,2012,2900
Carroll Gardens,Brooklyn,2012,2800
Carroll Gardens,Brooklyn,2012,3798
Carroll Gardens,Brooklyn,2012,3675
Carroll Gardens,Brooklyn,2012,3600
Carroll Gardens,Brooklyn,2012,3439
Carroll Gardens,Brooklyn,2012,2875
Carroll Gardens,Brooklyn,2012,3750
Carroll Gardens,Brooklyn,2012,3600
Carroll Gardens,Brooklyn,2012,3500
Carroll Gardens,Brooklyn,2012,3200
Carroll Gardens,Brooklyn,2012,3000
Carroll Gardens,Brooklyn,2013,3250
Carroll Gardens,Brooklyn,2013,2900
Carroll Gardens,Brooklyn,2013,3075
Carroll Gardens,Brooklyn,2013,3300
Carroll Gardens,Brooklyn,2013,2800
Carroll Gardens,Brooklyn,2013,2900
Carroll Gardens,Brooklyn,2013,2900
Carroll Gardens,Brooklyn,2013,3300
Carroll Gardens,Brooklyn,2013,2895
Carroll Gardens,Brooklyn,2013,3000
Carroll Gardens,Brooklyn,2013,3450
Carroll Gardens,Brooklyn,2013,3350
Carroll Gardens,Brooklyn,2014,2800
Carroll Gardens,Brooklyn,2014,2800
Carroll Gardens,Brooklyn,2014,2800
Carroll Gardens,Brooklyn,2014,2800
Carroll Gardens,Brooklyn,2014,2900
Carroll Gardens,Brooklyn,2014,2800
Carroll Gardens,Brooklyn,2014,2800
Carroll Gardens,Brooklyn,2014,2875
Carroll Gardens,Brooklyn,2014,3000
Carroll Gardens,Brooklyn,2014,3000
Carroll Gardens,Brooklyn,2014,3044
Carroll Gardens,Brooklyn,2014,2850
Carroll Gardens,Brooklyn,2015,2900
Carroll Gardens,Brooklyn,2015,2800
Carroll Gardens,Brooklyn,2015,2900
Carroll Gardens,Brooklyn,2015,2950
Carroll Gardens,Brooklyn,2015,2973
Carroll Gardens,Brooklyn,2015,3000
Carroll Gardens,Brooklyn,2015,3000
Carroll Gardens,Brooklyn,2015,3000
Carroll Gardens,Brooklyn,2015,3000
Carroll Gardens,Brooklyn,2015,3000
Carroll Gardens,Brooklyn,2015,3000
Carroll Gardens,Brooklyn,2015,3000
Carroll Gardens,Brooklyn,2016,3000
Carroll Gardens,Brooklyn,2016,2900
Carroll Gardens,Brooklyn,2016,2950
Carroll Gardens,Brooklyn,2016,2995
Carroll Gardens,Brooklyn,2016,3075
Carroll Gardens,Brooklyn,2016,3000
Carroll Gardens,Brooklyn,2016,3200
